temperature_step,temperature,current_energy,best_energy,accepted,acceptance_rate,new_bests,blackbox_calls
1,0.001,4.237321040071236,4.237321040071236,20,1.0,3,31
2,0.00099,4.1046097061198275,4.1046097061198275,16,0.8,2,51
3,0.0009801,3.70816983034403,3.70816983034403,18,0.9,2,71
4,0.000970299,3.690648011411022,3.690648011411022,19,0.95,2,91
5,0.0009605960099999999,3.6809209605059396,3.6809209605059396,19,0.95,1,111
6,0.0009509900498999999,3.680900244151175,3.680900244151175,19,0.95,1,131
7,0.0009414801494009999,3.680900244151175,3.680900244151175,18,0.9,0,151
8,0.0009320653479069899,3.678652211264043,3.678652211264043,18,0.9,2,171
9,0.00092274469442792,3.678591385843908,3.678591385843908,20,1.0,1,191
10,0.0009135172474836408,3.672791244247952,3.672791244247952,16,0.8,2,211
11,0.0009043820750088043,3.6714580393671734,3.670861701828936,20,1.0,1,231
12,0.0008953382542587163,3.6707994373621453,3.6707994373621453,19,0.95,1,251
13,0.0008863848717161291,3.6707994373621453,3.6707994373621453,19,0.95,0,271
14,0.0008775210229989678,3.6707994373621453,3.6707994373621453,17,0.85,0,291
15,0.0008687458127689781,3.669736423427464,3.669736423427464,17,0.85,1,311
16,0.0008600583546412883,3.669736423427464,3.669736423427464,19,0.95,0,331
17,0.0008514577710948754,3.669736423427464,3.669736423427464,18,0.9,0,351
18,0.0008429431933839266,3.6702042897716525,3.669736423427464,17,0.85,0,371
19,0.0008345137614500873,3.6704723669461927,3.669736423427464,16,0.8,0,391
20,0.0008261686238355864,3.6702594091649763,3.669736423427464,19,0.95,0,411
21,0.0008179069375972306,3.6702594091649763,3.669736423427464,18,0.9,0,431
22,0.0008097278682212583,3.6702594091649763,3.669736423427464,19,0.95,0,451
23,0.0008016305895390457,3.6702594091649763,3.669736423427464,17,0.85,0,471
24,0.0007936142836436553,3.6692210321414653,3.6692210321414653,20,1.0,1,491
25,0.0007856781408072188,3.668461322115135,3.668461322115135,18,0.9,1,511
26,0.0007778213593991466,3.6673522090112405,3.6673522090112405,16,0.8,1,531
27,0.000770043145805155,3.6673522090112405,3.6673522090112405,18,0.9,0,551
28,0.0007623427143471034,3.6673522090112405,3.6673522090112405,16,0.8,0,571
29,0.0007547192872036325,3.6673522090112405,3.6673522090112405,17,0.85,0,591
30,0.0007471720943315961,3.6673522090112405,3.6673522090112405,17,0.85,0,611
31,0.0007397003733882801,3.6667536896500694,3.6667536896500694,18,0.9,1,631
32,0.0007323033696543973,3.6667536896500694,3.6667536896500694,20,1.0,0,651
33,0.0007249803359578533,3.6667536896500694,3.6667536896500694,17,0.85,0,671
34,0.0007177305325982747,3.6667536896500694,3.6667536896500694,19,0.95,0,691
35,0.000710553227272292,3.666880879161743,3.6667536896500694,18,0.9,0,711
36,0.000703447694999569,3.666880879161743,3.6667536896500694,18,0.9,0,731
37,0.0006964132180495733,3.666880879161743,3.6667536896500694,17,0.85,0,751
38,0.0006894490858690775,3.666880879161743,3.6667536896500694,17,0.85,0,771
39,0.0006825545950103868,3.666880879161743,3.6667536896500694,18,0.9,0,791
40,0.000675729049060283,3.666880879161743,3.6667536896500694,17,0.85,0,811
41,0.0006689717585696801,3.666435384922406,3.666435384922406,17,0.85,1,831
42,0.0006622820409839833,3.6645759538615996,3.6645759538615996,17,0.85,1,851
43,0.0006556592205741434,3.664792582566262,3.6645759538615996,14,0.7,0,871
44,0.0006491026283684019,3.664792582566262,3.6645759538615996,17,0.85,0,891
45,0.0006426116020847179,3.664818674725724,3.6645759538615996,17,0.85,0,911
46,0.0006361854860638707,3.6639494967115205,3.6639494967115205,17,0.85,2,931
47,0.000629823631203232,3.6641428835447747,3.6639494967115205,17,0.85,0,951
48,0.0006235253948911997,3.6641428835447747,3.6639494967115205,20,1.0,0,971
49,0.0006172901409422877,3.6641428835447747,3.6639494967115205,18,0.9,0,991
50,0.0006111172395328649,3.6641916459076382,3.6639494967115205,20,1.0,0,1011
51,0.0006050060671375363,3.6641916459076382,3.6639494967115205,20,1.0,0,1031
52,0.0005989560064661609,3.6641916459076382,3.6639494967115205,16,0.8,0,1051
53,0.0005929664464014993,3.6641916459076382,3.6639494967115205,19,0.95,0,1071
54,0.0005870367819374844,3.664165130055351,3.6639494967115205,18,0.9,0,1091
55,0.0005811664141181095,3.664376564488244,3.6639494967115205,18,0.9,0,1111
56,0.0005753547499769285,3.664376564488244,3.6639494967115205,20,1.0,0,1131
57,0.0005696012024771592,3.664032019664571,3.6639494967115205,19,0.95,0,1151
58,0.0005639051904523875,3.664032019664571,3.6639494967115205,20,1.0,0,1171
59,0.0005582661385478637,3.664032019664571,3.6639494967115205,15,0.75,0,1191
60,0.000552683477162385,3.664032019664571,3.6639494967115205,17,0.85,0,1211
61,0.0005471566423907612,3.664032019664571,3.6639494967115205,18,0.9,0,1231
62,0.0005416850759668536,3.664032019664571,3.6639494967115205,18,0.9,0,1251
63,0.000536268225207185,3.6643504784981498,3.6639494967115205,19,0.95,0,1271
64,0.0005309055429551132,3.6643504784981498,3.6639494967115205,20,1.0,0,1291
65,0.000525596487525562,3.664590680164767,3.6639494967115205,19,0.95,0,1311
66,0.0005203405226503064,3.6643521385305364,3.6639494967115205,19,0.95,0,1331
67,0.0005151371174238034,3.664086390578269,3.6639494967115205,17,0.85,0,1351
68,0.0005099857462495653,3.664086390578269,3.6639494967115205,17,0.85,0,1371
