temperature_step,temperature,current_energy,best_energy,accepted,acceptance_rate,new_bests,blackbox_calls
84,0.0019848730246950943,8.040443394227522,8.040443394227522,17,0.85,1,1691
85,0.0019650242944481435,8.042321003890956,8.040443394227522,16,0.8,0,1711
86,0.001945374051503662,8.042321003890956,8.040443394227522,13,0.65,0,1731
87,0.0019259203109886253,8.042321003890956,8.040443394227522,15,0.75,0,1751
88,0.001906661107878739,8.042321003890956,8.040443394227522,17,0.85,0,1771
89,0.0018875944967999515,8.03956989607262,8.03956989607262,19,0.95,3,1791
90,0.001868718551831952,8.035739974371888,8.035739974371888,18,0.9,1,1811
91,0.0018500313663136324,8.035346401890198,8.035346401890198,14,0.7,1,1831
92,0.0018315310526504961,8.034403158950031,8.034403158950031,13,0.65,1,1851
93,0.0018132157421239911,8.034329317719214,8.034329317719214,18,0.9,1,1871
94,0.0017950835847027511,8.034329317719214,8.034329317719214,15,0.75,0,1891
95,0.0017771327488557236,8.033696668935635,8.033681749479552,17,0.85,1,1911
96,0.0017593614213671663,8.033874168096975,8.033681749479552,18,0.9,0,1931
97,0.0017417678071534946,8.010000418256187,8.010000418256187,15,0.75,3,1951
98,0.0017243501290819597,8.012162668721817,8.010000418256187,15,0.75,0,1971
99,0.0017071066277911402,8.012568976710698,8.010000418256187,18,0.9,0,1991
100,0.0016900355615132288,8.012304933807895,8.010000418256187,15,0.75,0,2011
101,0.0016731352058980966,8.0129940459631,8.010000418256187,16,0.8,0,2031
102,0.0016564038538391156,8.013395987325909,8.010000418256187,17,0.85,0,2051
103,0.0016398398153007244,8.013978167187776,8.010000418256187,17,0.85,0,2071
104,0.0016234414171477172,8.01394133674662,8.010000418256187,16,0.8,0,2091
105,0.00160720700297624,8.0136706544155,8.010000418256187,15,0.75,0,2111
106,0.0015911349329464776,8.013904687729852,8.010000418256187,15,0.75,0,2131
107,0.0015752235836170127,8.011590096434201,8.010000418256187,16,0.8,0,2151
108,0.0015594713477808425,8.011604514031326,8.010000418256187,15,0.75,0,2171
109,0.0015438766343030342,8.011401042923389,8.010000418256187,15,0.75,0,2191
110,0.001528437867960004,8.011325614430582,8.010000418256187,15,0.75,0,2211
111,0.0015131534892804039,8.011354878263436,8.010000418256187,19,0.95,0,2231
112,0.0014980219543875998,8.011357526778045,8.010000418256187,13,0.65,0,2251
113,0.0014830417348437237,8.011358791532357,8.010000418256187,18,0.9,0,2271
114,0.0014682113174952864,8.011343569017605,8.010000418256187,17,0.85,0,2291
115,0.0014535292043203335,8.0104054212636,8.010000418256187,15,0.75,0,2311
116,0.00143899391227713,8.0104054212636,8.010000418256187,17,0.85,0,2331
117,0.0014246039731543587,8.0104054212636,8.010000418256187,15,0.75,0,2351
118,0.001410357933422815,8.0104054212636,8.010000418256187,17,0.85,0,2371
119,0.001396254354088587,8.0104054212636,8.010000418256187,17,0.85,0,2391
120,0.0013822918105477011,8.01138234628963,8.010000418256187,15,0.75,0,2411
121,0.0013684688924422241,8.010894092313299,8.010000418256187,18,0.9,0,2431
122,0.001354784203517802,8.011714480096195,8.010000418256187,18,0.9,0,2451
123,0.001341236361482624,8.011714480096195,8.010000418256187,15,0.75,0,2471
124,0.0013278239978677978,8.011714480096195,8.010000418256187,16,0.8,0,2491
125,0.0013145457578891198,8.015713711565263,8.010000418256187,18,0.9,0,2511
126,0.0013014003003102286,8.013157637190968,8.010000418256187,16,0.8,0,2531
127,0.0012883862973071263,8.013640170147449,8.010000418256187,18,0.9,0,2551
128,0.001275502434334055,8.015448022473555,8.010000418256187,18,0.9,0,2571
129,0.0012627474099907144,8.015448022473555,8.010000418256187,20,1.0,0,2591
130,0.0012501199358908072,8.015448022473555,8.010000418256187,16,0.8,0,2611
131,0.001237618736531899,8.015448022473555,8.010000418256187,17,0.85,0,2631
132,0.0012252425491665801,8.014344232273805,8.010000418256187,14,0.7,0,2651
133,0.0012129901236749142,8.014344232273805,8.010000418256187,17,0.85,0,2671
134,0.001200860222438165,8.014366683382885,8.010000418256187,17,0.85,0,2691
135,0.0011888516202137834,8.014548450083138,8.010000418256187,17,0.85,0,2711
136,0.0011769631040116455,8.01275812505167,8.010000418256187,15,0.75,0,2731
137,0.001165193472971529,8.012854432029249,8.010000418256187,16,0.8,0,2751
138,0.0011535415382418136,8.012550462226665,8.010000418256187,16,0.8,0,2771
139,0.0011420061228593955,8.01250382388763,8.010000418256187,18,0.9,0,2791
140,0.0011305860616308016,8.012489603188175,8.010000418256187,18,0.9,0,2811
141,0.0011192802010144935,8.012489603188175,8.010000418256187,17,0.85,0,2831
142,0.0011080873990043487,8.012489603188175,8.010000418256187,17,0.85,0,2851
143,0.0010970065250143052,8.012172316283722,8.010000418256187,15,0.75,0,2871
144,0.0010860364597641621,8.012172316283722,8.010000418256187,18,0.9,0,2891
145,0.0010751760951665205,8.012114961647136,8.010000418256187,19,0.95,0,2911
146,0.0010644243342148552,8.011648023145147,8.010000418256187,17,0.85,0,2931
147,0.0010537800908727067,8.011591030281418,8.010000418256187,18,0.9,0,2951
148,0.0010432422899639797,8.011597423758918,8.010000418256187,17,0.85,0,2971
149,0.0010328098670643398,8.011597423758918,8.010000418256187,13,0.65,0,2991
150,0.0010224817683936963,8.011597423758918,8.010000418256187,12,0.6,0,3011
151,0.0010122569507097594,8.010889355974784,8.010000418256187,18,0.9,0,3031
152,0.001002134381202662,8.01244306790787,8.010000418256187,17,0.85,0,3051
153,0.0009921130373906353,8.012207457891813,8.010000418256187,14,0.7,0,3071
154,0.000982191907016729,8.012207457891813,8.010000418256187,15,0.75,0,3091
155,0.0009723699879465616,8.011931215097874,8.010000418256187,14,0.7,0,3111
156,0.0009626462880670961,8.011931215097874,8.010000418256187,14,0.7,0,3131
157,0.0009530198251864251,8.011973390969146,8.010000418256187,16,0.8,0,3151
158,0.0009434896269345608,8.011853861183445,8.010000418256187,17,0.85,0,3171
159,0.0009340547306652152,8.011853861183445,8.010000418256187,18,0.9,0,3191
160,0.000924714183358563,8.011948249922208,8.010000418256187,20,1.0,0,3211
161,0.0009154670415249774,8.011846427687788,8.010000418256187,16,0.8,0,3231
162,0.0009063123711097275,8.011846427687788,8.010000418256187,16,0.8,0,3251
163,0.0008972492473986303,8.011658563311528,8.010000418256187,16,0.8,0,3271
164,0.000888276754924644,8.01170248161313,8.010000418256187,18,0.9,0,3291
165,0.0008793939873753975,8.01201529771863,8.010000418256187,16,0.8,0,3311
166,0.0008706000475016435,8.01201529771863,8.010000418256187,19,0.95,0,3331
167,0.000861894047026627,8.011826979508388,8.010000418256187,17,0.85,0,3351
168,0.0008532751065563608,8.0127482449243,8.010000418256187,15,0.75,0,3371
169,0.0008447423554907972,8.011447079842245,8.010000418256187,11,0.55,0,3391
170,0.0008362949319358891,8.01153261216111,8.010000418256187,13,0.65,0,3411
171,0.0008279319826165302,8.011589568510376,8.010000418256187,11,0.55,0,3431
172,0.0008196526627903649,8.01006405913405,8.010000418256187,17,0.85,0,3451
173,0.0008114561361624613,8.010038000527366,8.010000418256187,15,0.75,0,3471
174,0.0008033415748008367,8.010583177854315,8.010000418256187,15,0.75,0,3491
175,0.0007953081590528283,8.010681214186402,8.009905166879992,14,0.7,1,3511
176,0.0007873550774623,8.011360806801802,8.009905166879992,16,0.8,0,3531
177,0.000779481526687677,8.011317530786961,8.009905166879992,17,0.85,0,3551
178,0.0007716867114208003,8.009484252169372,8.009484252169372,16,0.8,1,3571
179,0.0007639698443065923,8.009484252169372,8.009484252169372,13,0.65,0,3591
180,0.0007563301458635264,8.009486933252225,8.009484252169372,18,0.9,0,3611
181,0.0007487668444048912,8.00984055384839,8.009484252169372,15,0.75,0,3631
182,0.0007412791759608422,8.009642849215396,8.009484252169372,16,0.8,0,3651
183,0.0007338663842012338,8.010236695383664,8.009484252169372,18,0.9,0,3671
184,0.0007265277203592214,8.010215896674692,8.009484252169372,17,0.85,0,3691
185,0.0007192624431556292,8.010698758985598,8.009484252169372,17,0.85,0,3711
186,0.0007120698187240729,8.00994558707064,8.009484252169372,16,0.8,0,3731
187,0.0007049491205368321,8.009500078437567,8.009484252169372,12,0.6,0,3751
188,0.0006978996293314638,8.009538145390211,8.009484252169372,16,0.8,0,3771
189,0.0006909206330381492,8.009538145390211,8.009484252169372,14,0.7,0,3791
190,0.0006840114267077676,8.010764497709244,8.009484252169372,17,0.85,0,3811
191,0.0006771713124406899,8.010315699379069,8.009484252169372,17,0.85,0,3831
192,0.000670399599316283,8.010315699379069,8.009484252169372,16,0.8,0,3851
193,0.0006636956033231201,8.010315699379069,8.009484252169372,17,0.85,0,3871
194,0.000657058647289889,8.010315699379069,8.009484252169372,11,0.55,0,3891
195,0.0006504880608169901,8.010315699379069,8.009484252169372,19,0.95,0,3911
196,0.0006439831802088202,8.010315699379069,8.009484252169372,15,0.75,0,3931
197,0.000637543348406732,8.009654941006765,8.009291190645564,19,0.95,1,3951
198,0.0006311679149226647,8.009654941006765,8.009291190645564,17,0.85,0,3971
199,0.0006248562357734381,8.010484689214845,8.009291190645564,19,0.95,0,3991
200,0.0006186076734157037,8.01037824950502,8.009291190645564,17,0.85,0,4011
201,0.0006124215966815467,8.009970986782227,8.009291190645564,19,0.95,0,4031
202,0.0006062973807147312,8.009970986782227,8.009291190645564,13,0.65,0,4051
203,0.0006002344069075839,8.009855095907211,8.009291190645564,16,0.8,0,4071
204,0.000594232062838508,8.009970986782227,8.009291190645564,14,0.7,0,4091
205,0.000588289742210123,8.009855095907211,8.009291190645564,14,0.7,0,4111
206,0.0005824068447880217,8.01092537722264,8.009291190645564,15,0.75,0,4131
207,0.0005765827763401414,8.011080018352196,8.009291190645564,17,0.85,0,4151
208,0.00057081694857674,8.010994123053283,8.009291190645564,15,0.75,0,4171
209,0.0005651087790909725,8.010793609780096,8.009291190645564,15,0.75,0,4191
210,0.0005594576913000628,8.010793609780096,8.009291190645564,15,0.75,0,4211
211,0.0005538631143870622,8.010775299988008,8.009291190645564,17,0.85,0,4231
212,0.0005483244832431917,8.010775299988008,8.009291190645564,15,0.75,0,4251
213,0.0005428412384107597,8.009771602447875,8.009291190645564,13,0.65,0,4271
214,0.0005374128260266522,8.00979032559665,8.009291190645564,15,0.75,0,4291
215,0.0005320386977663857,8.009802205066858,8.009291190645564,16,0.8,0,4311
216,0.0005267183107887218,8.009782106310421,8.009291190645564,15,0.75,0,4331
217,0.0005214511276808346,8.009993058678491,8.009291190645564,17,0.85,0,4351
218,0.0005162366164040262,8.009709512005754,8.009291190645564,17,0.85,0,4371
219,0.000511074250239986,8.009709512005754,8.009291190645564,17,0.85,0,4391
220,0.0005059635077375861,8.009709512005754,8.009291190645564,18,0.9,0,4411
221,0.0005009038726602103,8.009803986506537,8.009291190645564,17,0.85,0,4431
222,0.0004958948339336081,8.009930856552327,8.009291190645564,14,0.7,0,4451
223,0.000490935885594272,8.009803986506537,8.009291190645564,13,0.65,0,4471
224,0.0004860265267383293,8.009803986506537,8.009291190645564,13,0.65,0,4491
225,0.000481166261470946,8.010045490745531,8.009291190645564,16,0.8,0,4511
226,0.00047635459885623653,8.010062713841872,8.009291190645564,13,0.65,0,4531
227,0.00047159105286767415,8.010033272703993,8.009291190645564,16,0.8,0,4551
228,0.0004668751423389974,8.00992591164144,8.009291190645564,13,0.65,0,4571
229,0.00046220639091560745,8.00992591164144,8.009291190645564,14,0.7,0,4591
