temperature_step,temperature,current_energy,best_energy,accepted,acceptance_rate,new_bests,blackbox_calls
1,0.031739131209184555,25.974962120576432,25.974962120576432,1,0.3333333333333333,1,9
2,0.025391304967347646,25.953457770657856,25.953457770657856,3,1.0,2,12
3,0.02031304397387812,25.953457770657856,25.953457770657856,0,0.0,0,15
4,0.016250435179102497,25.953457770657856,25.953457770657856,0,0.0,0,18
5,0.013000348143282,25.98768328991469,25.953457770657856,1,0.3333333333333333,0,21
6,0.0104002785146256,25.963486920255942,25.953457770657856,3,1.0,0,24
7,0.00832022281170048,25.96772571860225,25.953457770657856,2,0.6666666666666666,0,27
8,0.006656178249360384,25.961288528896766,25.953457770657856,2,0.6666666666666666,0,30
9,0.005324942599488308,25.961288528896766,25.953457770657856,0,0.0,0,33
10,0.004259954079590646,25.969999087555315,25.953457770657856,1,0.3333333333333333,0,36
11,0.0034079632636725174,25.97026457854176,25.953457770657856,2,0.6666666666666666,0,39
12,0.0027263706109380142,25.97026457854176,25.953457770657856,0,0.0,0,42
13,0.0021810964887504117,25.97026457854176,25.953457770657856,0,0.0,0,45
14,0.0017448771910003294,25.975457862174174,25.953457770657856,1,0.3333333333333333,0,48
15,0.0013959017528002637,25.975457862174174,25.953457770657856,0,0.0,0,51
16,0.001116721402240211,25.94798282313656,25.94798282313656,2,0.6666666666666666,2,54
17,0.0008933771217921688,25.932175517882147,25.932175517882147,1,0.3333333333333333,1,57
18,0.0007147016974337351,25.932175517882147,25.932175517882147,0,0.0,0,60
19,0.0005717613579469881,25.932175517882147,25.932175517882147,0,0.0,0,63
20,0.0004574090863575905,25.932175517882147,25.932175517882147,0,0.0,0,66
21,0.00036592726908607243,25.81590649615068,25.81590649615068,2,0.6666666666666666,2,69
