temperature_step,temperature,current_energy,best_energy,accepted,acceptance_rate,new_bests,blackbox_calls
81,0.007847361648757122,8.109461451914031,8.10578041919116,19,0.95,0,1631
82,0.007768888032269551,8.109743482752792,8.10578041919116,16,0.8,0,1651
83,0.007691199151946855,8.101019528335344,8.100902961147977,17,0.85,3,1671
84,0.007614287160427387,8.09977621074405,8.099491039342277,16,0.8,2,1691
85,0.007538144288823113,8.102003617771366,8.099491039342277,16,0.8,0,1711
86,0.0074627628459348816,8.100172785818229,8.099491039342277,16,0.8,0,1731
87,0.007388135217475533,8.100058416532795,8.099491039342277,17,0.85,0,1751
88,0.007314253865300778,8.09908718237976,8.09908718237976,16,0.8,1,1771
89,0.00724111132664777,8.09908718237976,8.09908718237976,11,0.55,0,1791
90,0.007168700213381293,8.09908718237976,8.09908718237976,16,0.8,0,1811
91,0.00709701321124748,8.09908718237976,8.09908718237976,17,0.85,0,1831
92,0.007026043079135005,8.098151547655528,8.098151547655528,15,0.75,1,1851
93,0.006955782648343655,8.10200771772877,8.098151547655528,17,0.85,0,1871
94,0.006886224821860218,8.098067978187535,8.097220946817293,17,0.85,1,1891
95,0.0068173625736416155,8.077731247284012,8.076509575629592,12,0.6,1,1911
96,0.006749188947905199,8.077383469388675,8.076509575629592,17,0.85,0,1931
97,0.006681697058426147,8.07839229638413,8.076509575629592,16,0.8,0,1951
98,0.006614880087841886,8.081296586523635,8.076509575629592,19,0.95,0,1971
99,0.006548731286963467,8.07310696320766,8.073020396789502,20,1.0,1,1991
100,0.006483243974093832,8.07310696320766,8.073020396789502,14,0.7,0,2011
101,0.006418411534352894,8.072958746562785,8.072951601581751,15,0.75,1,2031
102,0.006354227419009365,8.073049098970342,8.072951601581751,18,0.9,0,2051
103,0.006290685144819271,8.07158651694959,8.07158651694959,15,0.75,1,2071
104,0.006227778293371078,8.073939637253485,8.07158651694959,18,0.9,0,2091
105,0.006165500510437367,8.074127024424358,8.07158651694959,15,0.75,0,2111
106,0.0061038455053329934,8.073651486028325,8.07158651694959,16,0.8,0,2131
107,0.006042807050279663,8.073679160523604,8.07158651694959,15,0.75,0,2151
108,0.005982378979776866,8.073679160523604,8.07158651694959,16,0.8,0,2171
109,0.005922555189979098,8.076251384710652,8.07158651694959,17,0.85,0,2191
110,0.005863329638079307,8.067017674128246,8.06690204066815,17,0.85,1,2211
111,0.005804696341698514,8.061876693511417,8.061876693511417,18,0.9,1,2231
112,0.005746649378281529,8.065072589090123,8.061876693511417,18,0.9,0,2251
113,0.005689182884498714,8.065297325084398,8.061876693511417,14,0.7,0,2271
114,0.005632291055653727,8.065444848423951,8.061876693511417,16,0.8,0,2291
115,0.005575968145097189,8.069727336615285,8.061876693511417,14,0.7,0,2311
116,0.005520208463646217,8.069741837634584,8.061876693511417,17,0.85,0,2331
117,0.005465006379009755,8.067346679941384,8.061876693511417,16,0.8,0,2351
118,0.0054103563152196575,8.072562190675043,8.061876693511417,19,0.95,0,2371
119,0.005356252752067461,8.06512913644004,8.061876693511417,13,0.65,0,2391
120,0.005302690224546786,8.071827023530787,8.061876693511417,18,0.9,0,2411
121,0.005249663322301318,8.071242972556153,8.061876693511417,18,0.9,0,2431
122,0.005197166689078305,8.07072506084764,8.061876693511417,18,0.9,0,2451
123,0.005145195022187522,8.069828271014723,8.061876693511417,18,0.9,0,2471
124,0.0050937430719656465,8.07082759459806,8.061876693511417,13,0.65,0,2491
125,0.00504280564124599,8.07384383945128,8.061876693511417,15,0.75,0,2511
126,0.004992377584833531,8.07402074977437,8.061876693511417,18,0.9,0,2531
127,0.004942453808985195,8.071240633206575,8.061876693511417,16,0.8,0,2551
128,0.004893029270895343,8.068437400807417,8.061876693511417,15,0.75,0,2571
129,0.004844098978186389,8.067893878142698,8.061876693511417,18,0.9,0,2591
130,0.004795657988404526,8.06755047167366,8.061876693511417,18,0.9,0,2611
131,0.0047477014085204805,8.062664442492574,8.061876693511417,17,0.85,0,2631
132,0.0047002243944352755,8.062195395140911,8.061876693511417,19,0.95,0,2651
133,0.004653222150490923,8.062602855155717,8.061876693511417,18,0.9,0,2671
134,0.004606689928986014,8.062602855155717,8.061876693511417,17,0.85,0,2691
135,0.004560623029696153,8.06509936233694,8.061876693511417,16,0.8,0,2711
136,0.004515016799399192,8.064501455972117,8.061876693511417,16,0.8,0,2731
137,0.0044698666314052,8.059662821140495,8.059119978758794,19,0.95,3,2751
138,0.004425167965091148,8.061375756707864,8.059119978758794,17,0.85,0,2771
139,0.004380916285440237,8.060734838602308,8.059119978758794,15,0.75,0,2791
140,0.0043371071225858345,8.062417962624094,8.059119978758794,20,1.0,0,2811
141,0.004293736051359976,8.062417962624094,8.059119978758794,19,0.95,0,2831
142,0.004250798690846377,8.066253049634367,8.059119978758794,18,0.9,0,2851
143,0.004208290703937913,8.063570999572653,8.059119978758794,16,0.8,0,2871
144,0.004166207796898534,8.063094857293741,8.059119978758794,15,0.75,0,2891
145,0.004124545718929549,8.066047812287838,8.059119978758794,19,0.95,0,2911
146,0.004083300261740253,8.06871565835953,8.059119978758794,19,0.95,0,2931
147,0.004042467259122851,8.069005598532073,8.059119978758794,16,0.8,0,2951
148,0.004002042586531623,8.069005598532073,8.059119978758794,17,0.85,0,2971
149,0.003962022160666307,8.065589085533931,8.059119978758794,15,0.75,0,2991
150,0.003922401939059643,8.065256209341918,8.059119978758794,18,0.9,0,3011
151,0.003883177919669047,8.065210864381042,8.059119978758794,17,0.85,0,3031
152,0.003844346140472356,8.06800016212633,8.059119978758794,17,0.85,0,3051
153,0.0038059026790676328,8.067984195252956,8.059119978758794,15,0.75,0,3071
154,0.0037678436522769563,8.068330063905668,8.059119978758794,17,0.85,0,3091
155,0.0037301652157541868,8.06987432396121,8.059119978758794,17,0.85,0,3111
156,0.003692863563596645,8.067017487556837,8.059119978758794,18,0.9,0,3131
157,0.0036559349279606784,8.069515534450248,8.059119978758794,16,0.8,0,3151
158,0.0036193755786810716,8.068731582674967,8.059119978758794,16,0.8,0,3171
159,0.003583181822894261,8.069348183834318,8.059119978758794,16,0.8,0,3191
160,0.0035473500046653184,8.07019754985257,8.059119978758794,15,0.75,0,3211
161,0.003511876504618665,8.07058498763949,8.059119978758794,16,0.8,0,3231
162,0.0034767577395724784,8.068615447243106,8.059119978758794,20,1.0,0,3251
163,0.0034419901621767536,8.065702127894632,8.059119978758794,15,0.75,0,3271
164,0.003407570260554986,8.065382026068136,8.059119978758794,17,0.85,0,3291
165,0.003373494557949436,8.06842734315425,8.059119978758794,17,0.85,0,3311
166,0.0033397596123699415,8.066849970171214,8.059119978758794,16,0.8,0,3331
167,0.003306362016246242,8.066180676211605,8.059119978758794,14,0.7,0,3351
168,0.0032732983960837795,8.066232761610829,8.059119978758794,15,0.75,0,3371
169,0.0032405654121229416,8.068430636318057,8.059119978758794,17,0.85,0,3391
170,0.003208159758001712,8.068568369789194,8.059119978758794,17,0.85,0,3411
171,0.0031760781604216947,8.068568369789194,8.059119978758794,14,0.7,0,3431
172,0.0031443173788174776,8.068349924997882,8.059119978758794,18,0.9,0,3451
173,0.003112874205029303,8.070562240267316,8.059119978758794,15,0.75,0,3471
174,0.0030817454629790096,8.07224986815316,8.059119978758794,17,0.85,0,3491
175,0.0030509280083492194,8.069683654809872,8.059119978758794,13,0.65,0,3511
176,0.003020418728265727,8.068609360255119,8.059119978758794,12,0.6,0,3531
177,0.00299021454098307,8.069227451212083,8.059119978758794,16,0.8,0,3551
178,0.002960312395573239,8.069227451212083,8.059119978758794,18,0.9,0,3571
179,0.002930709271617507,8.068257561641628,8.059119978758794,16,0.8,0,3591
180,0.0029014021789013317,8.068257561641628,8.059119978758794,18,0.9,0,3611
181,0.0028723881571123184,8.068163967882393,8.059119978758794,13,0.65,0,3631
182,0.002843664275541195,8.06788543242581,8.059119978758794,18,0.9,0,3651
183,0.002815227632785783,8.067991403306296,8.059119978758794,20,1.0,0,3671
184,0.002787075356457925,8.065575890517376,8.059119978758794,16,0.8,0,3691
185,0.002759204602893346,8.065088461285015,8.059119978758794,16,0.8,0,3711
186,0.0027316125568644122,8.06513676402653,8.059119978758794,15,0.75,0,3731
187,0.002704296431295768,8.064070458190724,8.059119978758794,19,0.95,0,3751
188,0.00267725346698281,8.058051456002746,8.05800070257415,16,0.8,1,3771
189,0.0026504809323129822,8.058247267406147,8.057892935145173,18,0.9,2,3791
190,0.0026239761229898523,8.048254786467574,8.048254786467574,13,0.65,1,3811
191,0.002597736361759954,8.047288155368914,8.047288155368914,17,0.85,1,3831
192,0.0025717589981423543,8.047195692513087,8.047195692513087,19,0.95,2,3851
193,0.0025460414081609306,8.046501524167967,8.046501524167967,17,0.85,1,3871
194,0.002520580994079321,8.048098668136735,8.046501524167967,17,0.85,0,3891
195,0.002495375184138528,8.048196973994958,8.046501524167967,13,0.65,0,3911
196,0.0024704214322971425,8.048172136993363,8.046501524167967,15,0.75,0,3931
197,0.002445717217974171,8.048172136993363,8.046501524167967,15,0.75,0,3951
198,0.002421260045794429,8.048135942449022,8.046501524167967,19,0.95,0,3971
199,0.002397047445336485,8.048335540030779,8.046501524167967,16,0.8,0,3991
200,0.00237307697088312,8.048313395803762,8.046501524167967,17,0.85,0,4011
201,0.0023493462011742886,8.0483707653405,8.046501524167967,16,0.8,0,4031
202,0.0023258527391625456,8.031610647491766,8.031610647491766,16,0.8,1,4051
203,0.00230259421177092,8.031685000476061,8.031610647491766,14,0.7,0,4071
204,0.002279568269653211,8.035839937049891,8.031610647491766,17,0.85,0,4091
205,0.0022567725869566788,7.998609858069168,7.998609858069168,15,0.75,2,4111
206,0.002234204861087112,7.998343706537723,7.998343706537723,14,0.7,3,4131
207,0.0022118628124762406,7.998470083101356,7.998343706537723,18,0.9,0,4151
208,0.002189744184351478,7.998470083101356,7.998343706537723,13,0.65,0,4171
209,0.0021678467425079633,7.99834334480559,7.998327658681533,17,0.85,1,4191
210,0.0021461682750828835,7.997963475999781,7.997963475999781,16,0.8,2,4211
211,0.0021247065923320546,7.9943766184263065,7.994338239606339,16,0.8,2,4231
212,0.002103459526408734,7.994330086266106,7.994330086266106,19,0.95,1,4251
213,0.002082424931144647,7.994229501509712,7.994229501509712,16,0.8,1,4271
214,0.0020616006818332004,7.994229501509712,7.994229501509712,11,0.55,0,4291
215,0.0020409846750148682,7.994251606289091,7.994229501509712,16,0.8,0,4311
216,0.0020205748282647196,7.994251606289091,7.994229501509712,18,0.9,0,4331
217,0.0020003690799820723,7.994487498242305,7.994229501509712,16,0.8,0,4351
218,0.0019803653891822515,7.994487498242305,7.994229501509712,18,0.9,0,4371
219,0.001960561735290429,7.994797634228965,7.994229501509712,17,0.85,0,4391
220,0.0019409561179375245,7.994851813022106,7.994229501509712,16,0.8,0,4411
221,0.0019215465567581492,7.9948459883908445,7.994229501509712,16,0.8,0,4431
222,0.0019023310911905676,7.994398480347086,7.994229501509712,16,0.8,0,4451
223,0.0018833077802786619,7.994181395324986,7.994059594437666,18,0.9,2,4471
224,0.0018644747024758753,7.993968998264947,7.993968998264947,16,0.8,1,4491
225,0.0018458299554511164,7.994084337655217,7.993968998264947,16,0.8,0,4511
226,0.0018273716558966052,7.993954963866175,7.993954963866175,19,0.95,1,4531
227,0.001809097939337639,7.994197148506004,7.993954963866175,15,0.75,0,4551
228,0.0017910069599442627,7.994479450291388,7.993954963866175,13,0.65,0,4571
229,0.00177309689034482,7.994479450291388,7.993954963866175,13,0.65,0,4591
230,0.0017553659214413718,7.9967537792091266,7.993954963866175,16,0.8,0,4611
231,0.001737812262226958,7.995836289416406,7.993954963866175,16,0.8,0,4631
232,0.0017204341396046886,7.99537881992209,7.993954963866175,19,0.95,0,4651
233,0.0017032297982086417,7.995450286685995,7.993954963866175,15,0.75,0,4671
234,0.0016861975002265552,7.995324167695559,7.993954963866175,19,0.95,0,4691
235,0.0016693355252242897,7.995389126300357,7.993954963866175,18,0.9,0,4711
236,0.0016526421699720468,7.995843515898352,7.993954963866175,17,0.85,0,4731
237,0.0016361157482723263,7.995747694734934,7.993954963866175,18,0.9,0,4751
238,0.001619754590789603,7.995660226928453,7.993954963866175,14,0.7,0,4771
239,0.0016035570448817069,7.9951589275189745,7.993954963866175,14,0.7,0,4791
240,0.0015875214744328898,7.996735398503949,7.993954963866175,17,0.85,0,4811
241,0.001571646259688561,7.994115631271521,7.993954963866175,18,0.9,0,4831
242,0.0015559297970916754,7.9946928878188315,7.993954963866175,15,0.75,0,4851
243,0.0015403704991207587,7.9946928878188315,7.993954963866175,18,0.9,0,4871
244,0.0015249667941295512,7.9946928878188315,7.993954963866175,16,0.8,0,4891
245,0.0015097171261882556,7.994833919296783,7.993954963866175,14,0.7,0,4911
246,0.001494619954926373,7.994833919296783,7.993954963866175,15,0.75,0,4931
247,0.0014796737553771093,7.994833919296783,7.993954963866175,15,0.75,0,4951
248,0.0014648770178233381,7.99454034081629,7.993954963866175,16,0.8,0,4971
249,0.0014502282476451047,7.994198523534667,7.993954963866175,18,0.9,0,4991
250,0.0014357259651686537,7.994122812615,7.993954963866175,17,0.85,0,5011
251,0.001421368705516967,7.994350391305802,7.993954963866175,11,0.55,0,5031
252,0.0014071550184617974,7.995806536107602,7.993954963866175,15,0.75,0,5051
253,0.0013930834682771794,7.9958580024579415,7.993954963866175,19,0.95,0,5071
254,0.0013791526335944077,7.996453659406425,7.993954963866175,15,0.75,0,5091
255,0.0013653611072584637,7.996643652640014,7.993954963866175,16,0.8,0,5111
256,0.001351707496185879,7.998155582619854,7.993954963866175,12,0.6,0,5131
257,0.0013381904212240202,7.997647604289106,7.993954963866175,16,0.8,0,5151
258,0.00132480851701178,7.9953448124940625,7.993954963866175,14,0.7,0,5171
259,0.001311560431841662,7.9964745101766095,7.993954963866175,16,0.8,0,5191
260,0.0012984448275232454,7.994092456952342,7.993905121745555,16,0.8,1,5211
261,0.001285460379248013,7.993995008835952,7.993905121745555,16,0.8,0,5231
262,0.001272605775455533,7.9932190523586115,7.9932190523586115,15,0.75,1,5251
263,0.0012598797177009776,7.993459843827965,7.9932190523586115,18,0.9,0,5271
264,0.001247280920523968,7.993459843827965,7.9932190523586115,14,0.7,0,5291
265,0.0012348081113187283,7.993982543361613,7.9932190523586115,15,0.75,0,5311
266,0.001222460030205541,7.994017145419553,7.9932190523586115,18,0.9,0,5331
267,0.0012102354299034857,7.994017145419553,7.9932190523586115,20,1.0,0,5351
268,0.0011981330756044507,7.99399740506151,7.9932190523586115,17,0.85,0,5371
269,0.0011861517448484061,7.994019959705384,7.9932190523586115,17,0.85,0,5391
270,0.0011742902273999222,7.9937838687470375,7.9932190523586115,17,0.85,0,5411
271,0.001162547325125923,7.994083833065504,7.9932190523586115,14,0.7,0,5431
272,0.0011509218518746638,7.993754145598318,7.9932190523586115,18,0.9,0,5451
273,0.0011394126333559172,7.993744727587274,7.9932190523586115,16,0.8,0,5471
274,0.001128018507022358,7.993658477347388,7.9932190523586115,16,0.8,0,5491
275,0.0011167383219521346,7.993741199787308,7.9932190523586115,14,0.7,0,5511
276,0.0011055709387326133,7.993741199787308,7.9932190523586115,19,0.95,0,5531
277,0.0010945152293452872,7.9936331054383825,7.9932190523586115,16,0.8,0,5551
