osm_type,osm_id,osm_name,osm_name_normalised,osm_lat,osm_lon,osm_voltage,osm_substation,osm_operator,osm_ref,osm_location,osm_url
node,11073984704,Ballymaquirke Kiosk,ballymaquirke kiosk,52.1384181,-8.902978,20000,,ESB Networks,1194281,,https://www.openstreetmap.org/node/11073984704
node,13082650790,WESTERN CAR PK KIOSK,western car pk kiosk,52.6743876,-8.5785713,10000,,ESB Networks,067290 Z,,https://www.openstreetmap.org/node/13082650790
node,13120247042,CASTLETROY SEW KIOSK,castletroy sew kiosk,52.6749835,-8.5808402,10000,,ESB Networks,067289 Z,,https://www.openstreetmap.org/node/13120247042
node,13396022634,,,51.9079648,-8.4749007,,minor_distribution,Electricity Supply Board,,,https://www.openstreetmap.org/node/13396022634
node,13701693865,Silversprings Lane 021713X,silversprings lane 021713x,51.9032744,-8.4256562,20000,yes,ESB Networks,021713X,outdoor,https://www.openstreetmap.org/node/13701693865
node,13892230669,Roches Avenue Kiosk,roches avenue kiosk,52.6219129,-8.6629639,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/node/13892230669
way,31330615,110kV Kilbarry Electrical Substation,110kv kilbarry electrical substation,51.9224604,-8.4769397,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/31330615
way,79803764,Barnahely 110 kV Substation,barnahely 110 kv substation,51.8284805,-8.3442652,110000;38000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/79803764
way,79803767,Raffeen 220 kV Substation,raffeen 220 kv substation,51.8268181,-8.3695668,220000;110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/79803767
way,91799111,Tralee 110kV Substation,tralee 110kv substation,52.2890467,-9.6740021,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/91799111
way,96765746,Limerick 110kV Substation,limerick 110kv substation,52.634953,-8.6416309,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/96765746
way,104388595,Knockraha 220kV Substation,knockraha 220kv substation,51.9541985,-8.3194761,220000;110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/104388595
way,104388599,Aghada 220kV Substation,aghada 220kv substation,51.8356384,-8.227215,220000,generation,EirGrid,,,https://www.openstreetmap.org/way/104388599
way,104879388,Mayfield 38 kV Substation,mayfield 38 kv substation,51.9178364,-8.4251943,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/104879388
way,129111454,Mallow 110kV Substation,mallow 110kv substation,52.1431365,-8.6206886,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/129111454
way,154686756,Castleview 110kV Substation,castleview 110kv substation,51.9009511,-8.3704585,110000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/154686756
way,155512863,Holly Hill 38 kV Substation,holly hill 38 kv substation,51.9075852,-8.5124445,38000;10000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/155512863
way,179211659,Garryspillane 38 kV Substation,garryspillane 38 kv substation,52.4030449,-8.3872414,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/179211659
way,179214114,Glanlee 110kV Substation,glanlee 110kv substation,51.925463,-9.3067693,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/179214114
way,179214119,Coomagearlahy Substation,coomagearlahy substation,51.9385387,-9.311485,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/179214119
way,179214131,Clonkeen 110kV Substation,clonkeen 110kv substation,51.9841297,-9.2997624,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/179214131
way,179838650,Carrigadrohid 110kV Substation,carrigadrohid 110kv substation,51.8978487,-8.8633008,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/179838650
way,179978277,Kealkill 38kV Substation,kealkill 38kv substation,51.8043465,-9.3218389,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/179978277
way,180637986,Killonan 220kV Substation,killonan 220kv substation,52.6401871,-8.5454912,220000;110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/180637986
way,186166560,Bandon 110kV Substation,bandon 110kv substation,51.7739278,-8.733195,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/186166560
way,186889661,Boggeragh 110kV Substation,boggeragh 110kv substation,52.0384891,-8.9086408,110000;38000;33000,generation,EirGrid,,,https://www.openstreetmap.org/way/186889661
way,186889669,Clashavoon 220 kV Substation,clashavoon 220 kv substation,51.938191,-8.9141082,220000;110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/186889669
way,190919157,Scarteen 38kV Substation,scarteen 38kv substation,52.1423103,-8.675513,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/190919157
way,191715059,Cow Cross 110kV Substation,cow cross 110kv substation,51.8651043,-8.3012481,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/191715059
way,202739744,Tipperary 110kV Substation,tipperary 110kv substation,52.4722096,-8.0672001,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/202739744
way,207331199,Prospect 220kV Substation,prospect 220kv substation,52.6394329,-9.2533719,220000,transmission,EirGrid,,,https://www.openstreetmap.org/way/207331199
way,207339053,Moneypoint 400kV Station,moneypoint 400kv,52.6103965,-9.4216875,400000;380000;220000;110000,generation,EirGrid,,,https://www.openstreetmap.org/way/207339053
way,207728854,Lakyle North,lakyle north,52.5984217,-9.3336443,220000,transition,EirGrid,,,https://www.openstreetmap.org/way/207728854
way,208124159,Tarbert 220kV Substation,tarbert 220kv substation,52.5885022,-9.3662608,220000,generation,EirGrid,,,https://www.openstreetmap.org/way/208124159
way,208150180,Ahane 110kV Substation,ahane 110kv substation,52.6617276,-8.5076209,110000;10000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/208150180
way,209837326,Analog 38-kV substation,analog 38 kv substation,52.6258827,-8.6577504,38000;10000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/209837326
way,209985873,Ballyard 38 kV Substation,ballyard 38 kv substation,52.2565709,-9.7037918,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/209985873
way,210253713,Tursilagh 38 kV Substation,tursilagh 38 kv substation,52.3147503,-9.6029683,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/210253713
way,210260291,Muingnaminnane 38 kV Substation,muingnaminnane 38 kv substation,52.2923931,-9.5350557,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/210260291
way,210298504,Moneteen 110kV Substation,moneteen 110kv substation,52.6369214,-8.6881456,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/210298504
way,210599157,Clahane 110kV Substation,clahane 110kv substation,52.3787738,-9.548026,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/210599157
way,210976327,Abbeyfeale 38 kV Substation,abbeyfeale 38 kv substation,52.3927326,-9.302756,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/210976327
way,211017951,Island 38 kV Substation,island 38 kv substation,52.436946,-9.4883339,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/211017951
way,211049457,Rathkeale 110kV Substation,rathkeale 110kv substation,52.5436993,-8.9685536,110000;38000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/211049457
way,211196263,Aughinish 110kV Substation,aughinish 110kv substation,52.6252455,-9.0514195,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/211196263
way,211932944,Kenmare 38 kV Substation,kenmare 38 kv substation,51.8908752,-9.574722,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/211932944
way,213169697,Kilrush 38 kV Substation,kilrush 38 kv substation,52.6485052,-9.4799923,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/213169697
way,213508375,Oughtragh 110kV Substation,oughtragh 110kv substation,52.136625,-9.6927788,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/213508375
way,216118826,Taurbeg 38 kV Substation,taurbeg 38 kv substation,52.2546998,-9.1351095,38000;20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/216118826
way,217170049,Woodford 38 kV Substation,woodford 38 kv substation,52.0556752,-9.4580376,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/217170049
way,217487272,Gneeves 38 kV Substation,gneeves 38 kv substation,52.0143477,-9.1206595,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/217487272
way,217487275,Garrow 110kV Substation,garrow 110kv substation,52.0026938,-9.131237,110000;20000,generation,EirGrid,,,https://www.openstreetmap.org/way/217487275
way,218565935,Reamore 110kV Substation,reamore 110kv substation,52.302124,-9.5436255,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/218565935
way,218901878,Tullabrack 110kV Substation,tullabrack 110kv substation,52.6730693,-9.4791123,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/218901878
way,220264906,Singland 110kV Substation,singland 110kv substation,52.6634944,-8.5873819,110000;10000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/220264906
way,225543264,Kilmoney 38 kV Substation,kilmoney 38 kv substation,51.8109315,-8.4156936,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/225543264
way,235602041,Macroom 110kV Substation,macroom 110kv substation,51.8957884,-8.8921962,110000;38000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/235602041
way,235924790,Trien 110kV Substation,trien 110kv substation,52.4245772,-9.426115,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/235924790
way,235929741,Dunmanway 110kV Station,dunmanway 110kv,51.7232312,-9.0897487,110000;38000;20000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/235929741
way,235933652,Brinny 110kV Substation,brinny 110kv substation,51.7851436,-8.7045456,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/235933652
way,236517264,Knockearagh 110kV Substation,knockearagh 110kv substation,52.0764652,-9.4387403,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/236517264
way,236522320,Cauteen 110 kV Substation,cauteen 110 kv substation,52.5375573,-8.1938573,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/236522320
way,236651495,Barrymore 110kV Substation,barrymore 110kv substation,52.0958683,-8.2546807,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/236651495
way,237476488,Ballylickey 110kV Substation,ballylickey 110kv substation,51.7239932,-9.4296621,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/237476488
way,237476600,Charleville 110kV Substation,charleville 110kv substation,52.3301844,-8.6941349,110000;38000;20000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/237476600
way,243018345,Midleton 110kV Substation,midleton 110kv substation,51.9376618,-8.1872013,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/243018345
way,260160152,Castletroy 38kV Substation,castletroy 38kv substation,52.6764798,-8.5563319,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/260160152
way,260953175,Rivers 38 kV Substation,rivers 38 kv substation,52.6735638,-8.5375803,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/260953175
way,266106617,Corbally 38 kV Substation,corbally 38 kv substation,52.670159,-8.6159756,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/266106617
way,288964932,Caherdavin 38 kV Substation,caherdavin 38 kv substation,52.6692567,-8.6535029,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/288964932
way,288974474,Moylish 38 kV Substation,moylish 38 kv substation,52.6781564,-8.6543817,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/288974474
way,303807407,Reeds Square,reeds square,51.8937261,-8.4774372,10000;400;230,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/303807407
way,315443158,Ballydehob 38 kV Substation,ballydehob 38 kv substation,51.5668353,-9.4727224,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/315443158
way,315633143,Glanta Commons 38 kV Station,glanta commons 38,51.6318137,-9.3797358,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/315633143
way,316178204,Cloonlough 38 kV Substation,cloonlough 38 kv substation,52.2576737,-8.2774214,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/316178204
way,316453972,Castlefarm 38 kV Substation,castlefarm 38 kv substation,52.267963,-8.2811972,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/316453972
way,317014981,Kilshanny 38 kV Substation,kilshanny 38 kv substation,52.2675097,-8.242684,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/317014981
way,332283882,Milane Hill 38kV Station,milane hill 38kv,51.6936855,-9.2078486,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/332283882
way,333480949,Inchincoosh Wind Farm Substation,inchincoosh wind farm substation,51.9384287,-9.3119451,,generation,EirGrid,,,https://www.openstreetmap.org/way/333480949
way,333480950,Kilgarvan Wind Farm substation,kilgarvan wind farm substation,51.938374,-9.3111033,,generation,EirGrid,,,https://www.openstreetmap.org/way/333480950
way,339515165,Novartis,novartis,51.8270663,-8.3436362,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/339515165
way,339519136,Carrigaline 38kV Substation,carrigaline 38kv substation,51.8275848,-8.3821205,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/339519136
way,341814771,Skibbereen 38 kV Substation,skibbereen 38 kv substation,51.5595111,-9.2443588,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/341814771
way,355529295,Castletownbere 38 kV Substation,castletownbere 38 kv substation,51.6570588,-9.8954981,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/355529295
way,361261945,Glanagow 220 kV Substation,glanagow 220 kv substation,51.8150801,-8.2496363,220000,generation,EirGrid,,,https://www.openstreetmap.org/way/361261945
way,373209904,Coolroe 110kV Substation,coolroe 110kv substation,51.8859966,-8.6360252,110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/373209904
way,373209905,Inniscarra 110kV Substation,inniscarra 110kv substation,51.9017859,-8.661073,110000;38000;10500,generation,EirGrid,,,https://www.openstreetmap.org/way/373209905
way,373218637,Mungret,mungret,52.6411396,-8.6914888,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/373218637
way,374348922,Tarbert 110kV Substation,tarbert 110kv substation,52.5877268,-9.3635022,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/374348922
way,374415638,Sealrock 110 kV Substation,sealrock 110 kv substation,52.6328727,-9.0577245,110000,generation,RUSAL,,,https://www.openstreetmap.org/way/374415638
way,374583113,,,52.6354044,-8.6348703,110000,transition,EirGrid,,,https://www.openstreetmap.org/way/374583113
way,374587161,Glenlara 110kV Substation,glenlara 110kv substation,52.2053487,-9.023808,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/374587161
way,374587318,Newmarket (South) 38 kV Substation,newmarket south 38 kv substation,52.2125833,-9.0066099,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/374587318
way,374595920,Carrigtwohill 38 kV Substation,carrigtwohill 38 kv substation,51.897043,-8.2479761,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/374595920
way,374617269,Old Court 110 kV Substation,old court 110 kv substation,51.8787349,-8.3238782,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/374617269
way,374699379,Flaxfort 38kV Substation,flaxfort 38kv substation,51.8954203,-8.364639,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/374699379
way,374906132,Whitegate 110kV Substation,whitegate 110kv substation,51.8186651,-8.2389996,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/374906132
way,374934264,,,51.8999405,-8.4448759,110000,transition,EirGrid,,,https://www.openstreetmap.org/way/374934264
way,376525091,Rosscarbery 38 kV Substation,rosscarbery 38 kv substation,51.6014962,-9.0221208,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/376525091
way,386326201,Milltown (South) 38 kV Substation,milltown south 38 kv substation,52.137929,-9.7147346,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/386326201
way,393910065,,,51.9130005,-8.2825359,38000,transition,ESB Networks,,,https://www.openstreetmap.org/way/393910065
way,403367866,Rathmore 38 kV Substation,rathmore 38 kv substation,52.0847612,-9.1840065,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/403367866
way,403518070,Ballybeggan 38 kV Substation,ballybeggan 38 kv substation,52.2708467,-9.6795166,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/403518070
way,403686832,Carrigshane 38 kV Substation,carrigshane 38 kv substation,51.9092793,-8.1432482,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/403686832
way,423654279,Gillogue 38 kV Substation,gillogue 38 kv substation,52.6864814,-8.5837911,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/423654279
way,429440292,Ballinacurra 38 kV Substation,ballinacurra 38 kv substation,52.6492816,-8.6366225,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/429440292
way,429440786,Keelnagore 38 kV Substation,keelnagore 38 kv substation,51.935937,-10.0945951,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/429440786
way,435649480,Milford (Mid-West) 38 kV Substation,milford mid west 38 kv substation,52.339136,-8.8603319,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/435649480
way,437215819,Ballincollig Hill 38kV Substation,ballincollig hill 38kv substation,52.3078494,-9.6030239,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/437215819
way,437217893,Beenageeha Substation,beenageeha substation,52.3325645,-9.5626577,10000,generation,ESB Networks,,,https://www.openstreetmap.org/way/437217893
way,437322322,Aghada 110kV Substation,aghada 110kv substation,51.8342452,-8.2297389,110000;20000;6600,generation,EirGrid,,,https://www.openstreetmap.org/way/437322322
way,437325462,Trabeg 110kV Substation,trabeg 110kv substation,51.8827117,-8.4596882,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/437325462
way,437774292,Carrigcannon 38 kV Substation,carrigcannon 38 kv substation,52.0639851,-8.8980746,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/437774292
way,438019203,Factory Cross 38-kV Substation,factory cross 38 kv substation,51.8231935,-8.3376596,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/438019203
way,438019978,Ringaskiddy 110 kV Substation,ringaskiddy 110 kv substation,51.8332719,-8.3445201,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/438019978
way,438354935,Glengarriff 38kV Substation,glengarriff 38kv substation,51.758241,-9.5209756,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/438354935
way,438404648,Long Point 220kV Substation,long point 220kv substation,51.8340558,-8.2382111,220000,generation,EirGrid,,,https://www.openstreetmap.org/way/438404648
way,438938525,Dromdeeveen 38 kV Substation,dromdeeveen 38 kv substation,52.3273773,-9.0304068,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/438938525
way,438945351,Caherdowney Substation,caherdowney substation,52.0025259,-9.1181732,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/438945351
way,438945354,Clydaghroe Substation,clydaghroe substation,51.9903917,-9.1611571,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/438945354
way,439831815,Athea Substation,athea substation,52.43755,-9.3004089,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/439831815
way,439833711,Dromada 110kV Substation,dromada 110kv substation,52.4434711,-9.2344983,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/439833711
way,440124587,Ballineen 38 kV Substation,ballineen 38 kv substation,51.7326243,-8.9819178,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/440124587
way,440688444,Foynes 38kV Substation,foynes 38kv substation,52.6007135,-9.0962836,38000;10000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/440688444
way,441118324,Tournafulla 38 kV Substation,tournafulla 38 kv substation,52.3854738,-9.152287,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/441118324
way,441130728,Newcastlewest 38 kV Substation,newcastlewest 38 kv substation,52.444389,-9.0382786,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/441130728
way,441719531,Smearla 38 kV Substation,smearla 38 kv substation,52.4347822,-9.438872,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/441719531
way,441856535,Coolcorcoran 38kV Substation,coolcorcoran 38kv substation,52.0807384,-9.5074102,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/441856535
way,443485748,Carrigthomas 38kV Substation,carrigthomas 38kv substation,51.9544752,-8.9125565,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/443485748
way,443485815,Mount Eagle 20 kV Substation,mount eagle 20 kv substation,52.2447483,-9.325287,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/443485815
way,443486408,Moanmore 38 kV Substation,moanmore 38 kv substation,52.673221,-9.480571,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/443486408
way,443486564,Knockawarriga 38kV Substation,knockawarriga 38kv substation,52.3446302,-9.218641,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/443486564
way,443599769,,,52.6621272,-8.2136673,20000,generation,SSE Renewables,,,https://www.openstreetmap.org/way/443599769
way,443604746,Glenough 38 kV Substation,glenough 38 kv substation,52.6392997,-8.0513484,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/443604746
way,444162570,Former Rathgoggin 38 kV Substation,former rathgoggin 38 kv substation,52.3483084,-8.6811772,20000;10000;400;230,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/444162570
way,444438528,Castleisland 38 kV Substation,castleisland 38 kv substation,52.2317368,-9.4700748,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/444438528
way,444457648,Lacka 38 kV Substation,lacka 38 kv substation,52.1528261,-9.228122,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/444457648
way,444486987,,,52.6313138,-9.0588114,22000,industrial,RUSAL,,,https://www.openstreetmap.org/way/444486987
way,444546767,Kanturk 38 kV Substation,kanturk 38 kv substation,52.1545206,-8.9045629,38000;10000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/444546767
way,444664540,,,51.8281097,-8.370346,110000,transition,EirGrid,,,https://www.openstreetmap.org/way/444664540
way,444664904,,,51.8258934,-8.3682355,110000,transition,EirGrid,,,https://www.openstreetmap.org/way/444664904
way,444719905,Garryowen 38 kV Substation,garryowen 38 kv substation,52.6610827,-8.6137881,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/444719905
way,445559906,Hartnetts Cross 110kV Substation,hartnetts cross 110kv substation,51.893799,-8.9447381,110000;20000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/445559906
way,445559912,Inchinashing 38 kV substation,inchinashing 38 kv substation,51.8797139,-8.9484755,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/445559912
way,449116812,Kinsale 38 kV Substation,kinsale 38 kv substation,51.7266621,-8.5447718,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/449116812
way,449119800,Dunderrow 38 kV Substation,dunderrow 38 kv substation,51.7281938,-8.5799747,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/449119800
way,459873028,Cratloe 38 kV Substation,cratloe 38 kv substation,52.6920636,-8.7713992,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/459873028
way,462149195,Dennehy's Cross 38 kV Substation,dennehy s cross 38 kv substation,51.8887561,-8.5043722,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/462149195
way,462226928,Annabella 38kV Substation,annabella 38kv substation,52.1408766,-8.6532621,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/462226928
way,466436086,University Hospital Limerick Substation,university hospital limerick substation,52.6330905,-8.6543501,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/466436086
way,494790508,Cloghboola 110kV Substation,cloghboola 110kv substation,52.3305984,-9.4380864,110000;20000,generation,EirGrid,,,https://www.openstreetmap.org/way/494790508
way,501585547,Fairhill 38 kV Substation,fairhill 38 kv substation,51.9055019,-8.4787144,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/501585547
way,501585548,,,51.9050874,-8.478013,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/501585548
way,507582141,Former Kyletaun 38 kV Substation,former kyletaun 38 kv substation,52.5320321,-8.9505124,20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/507582141
way,507685260,Patrickswell 38 kV Substation,patrickswell 38 kv substation,52.5984268,-8.7440925,38000;20000,distribution,ESB Networks,,outdoor,https://www.openstreetmap.org/way/507685260
way,508008044,Buttevant 38 kV Substation,buttevant 38 kv substation,52.2377712,-8.664122,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/508008044
way,508607777,Multeen 38 kV Substation,multeen 38 kv substation,52.6437418,-8.1481408,38000;20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/508607777
way,508612114,Knockacummer 110kV Substation,knockacummer 110kv substation,52.2595355,-9.1006362,110000;20000,generation,EirGrid,,,https://www.openstreetmap.org/way/508612114
way,512636965,Knocknagoum 38 kV Substation,knocknagoum 38 kv substation,52.3026525,-9.5441489,38000;20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/512636965
way,513477925,,,51.8979475,-8.4461488,10000;400;230,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/513477925
way,514667250,Clonakilty 38 kV Substation,clonakilty 38 kv substation,51.6379719,-8.8947411,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/514667250
way,514667851,,,51.6232446,-9.0360095,10000,generation,ESB Networks,,,https://www.openstreetmap.org/way/514667851
way,515060750,Currabwee 38 kV Substation,currabwee 38 kv substation,51.6742776,-9.1123036,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/515060750
way,515103979,Lough Beg 38 kV Substation,lough beg 38 kv substation,51.8301736,-8.3056508,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/515103979
way,515108340,Ballybunion 38kV Substation,ballybunion 38kv substation,52.5035348,-9.656035,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/515108340
way,515296654,Causeway 38kV Substation,causeway 38kv substation,52.4084823,-9.7356063,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/515296654
way,515308682,Kilflynn 38 kV Substation,kilflynn 38 kv substation,52.345765,-9.6224778,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/515308682
way,516651650,Kilpaddoge 220kV Substation,kilpaddoge 220kv substation,52.5801792,-9.3963977,220000;110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/516651650
way,516720502,Enniskeane 38 kV Substation,enniskeane 38 kv substation,51.7387391,-8.9313195,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/516720502
way,516732955,Timoleague 38 kV Substation,timoleague 38 kv substation,51.6719044,-8.7588967,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/516732955
way,516743288,Beal Na Blath 38 kV,beal na blath 38,51.8341619,-8.8787933,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/516743288
way,517518812,Ballincollig 38 kV Substation,ballincollig 38 kv substation,51.8768324,-8.6175382,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/517518812
way,517769504,Bantry 38 kV Substation,bantry 38 kv substation,51.6876505,-9.432156,38000;10000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/517769504
way,518586455,Bishopstown 38 kV Substation,bishopstown 38 kv substation,51.8870709,-8.543967,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/518586455
way,518586577,Douglas 38 kV Substation,douglas 38 kv substation,51.8786396,-8.4363953,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/518586577
way,518587143,Killacloyne 38kV Substation,killacloyne 38kv substation,51.9117104,-8.2777252,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/518587143
