osm_type,osm_id,osm_name,osm_name_normalised,osm_lat,osm_lon,osm_voltage,osm_substation,osm_operator,osm_ref,osm_location,osm_url
way,448726610,Nangor 110kV Substation,nangor 110kv substation,53.3241021,-6.4356661,110000;10000,industrial,EirGrid,,,https://www.openstreetmap.org/way/448726610
way,448730842,Clondalkin 38kV Substation,clondalkin 38kv substation,53.324863,-6.3948151,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/448730842
way,448741500,Cheeverstown 38kV Substation,cheeverstown 38kv substation,53.2993075,-6.4037225,38000;10000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/448741500
way,448791403,Leixlip Dam,leixlip dam,53.361318,-6.4896503,38000;10500,generation,ESB Networks,,,https://www.openstreetmap.org/way/448791403
way,449011890,Kingswood Luas Substation,kingswood luas substation,53.3035665,-6.3663932,10000,traction,Luas - Transdev Dublin Light Rail Limited,,partially_underground,https://www.openstreetmap.org/way/449011890
way,449099163,Belgard 38kV Substation,belgard 38kv substation,53.2920075,-6.3676617,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/449099163
way,449102125,Templeogue 38kV Substation,templeogue 38kv substation,53.2963512,-6.3114161,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/449102125
way,449129513,Ballymount 38kV Substation,ballymount 38kv substation,53.3147087,-6.3452458,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/449129513
way,449302266,Lucan East 38kV Substation,lucan east 38kv substation,53.3608895,-6.4388112,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/449302266
way,449450735,Cookstown Luas Substation,cookstown luas substation,53.294415,-6.3848917,38000,traction,Luas - Transdev Dublin Light Rail Limited,,,https://www.openstreetmap.org/way/449450735
way,449453202,Kylemore Luas Substation,kylemore luas substation,53.3271001,-6.3400399,38000,traction,Luas - Transdev Dublin Light Rail Limited,,,https://www.openstreetmap.org/way/449453202
way,449624351,Raheny DART Substation,raheny dart substation,53.3813482,-6.1764356,38000,traction,Irish Rail,,,https://www.openstreetmap.org/way/449624351
way,449674380,Mount Merrion 38kV Substation,mount merrion 38kv substation,53.2969525,-6.2053596,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/449674380
way,449822495,Cloondara 38 kV Substation,cloondara 38 kv substation,53.7493411,-7.9062034,38000,industrial,ESB Networks,,,https://www.openstreetmap.org/way/449822495
way,450259239,Fairview 38kV Station,fairview 38kv,53.3645058,-6.2287887,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/450259239
way,452167030,Julianstown 38kV Substation,julianstown 38kv substation,53.6450758,-6.3123205,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/452167030
way,453846556,Baltinglass 38kV Substation,baltinglass 38kv substation,52.9368289,-6.6927438,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/453846556
way,454188210,Kilcullen 38kV Substation,kilcullen 38kv substation,53.1269398,-6.7623047,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/454188210
way,454608401,Rathdowney 38 kV Substation,rathdowney 38 kv substation,52.8570417,-7.602425,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/454608401
way,454641896,Marsh Road 38kV Substation,marsh road 38kv substation,53.7145798,-6.3361698,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/454641896
way,454705937,Clara 38 kV Substation,clara 38 kv substation,53.344384,-7.5821938,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/454705937
way,454811415,Portarlington 38kV Substation,portarlington 38kv substation,53.1615031,-7.2095528,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/454811415
way,454814290,Mountmellick 38kV Substation,mountmellick 38kv substation,53.1071113,-7.3081106,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/454814290
way,455037782,Littleconnell 38kV Substation,littleconnell 38kv substation,53.1870501,-6.7777932,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/455037782
way,455037784,Baroda 110kV Substation,baroda 110kv substation,53.1859251,-6.7752554,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/455037784
way,455875741,Pallas 38kV Substation,pallas 38kv substation,53.0402024,-7.3147503,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/455875741
way,456188549,Johnstown 38kV Substation,johnstown 38kv substation,53.2313231,-6.6203862,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/456188549
way,456199341,Inchicore 220kV Substation,inchicore 220kv substation,53.3337774,-6.3391212,220000;110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/456199341
way,456216245,Randalstown 38kV Substation,randalstown 38kv substation,53.6797161,-6.7123099,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/456216245
way,456386018,Kildare 38kV Substation,kildare 38kv substation,53.164001,-6.91994,38000;10000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/456386018
way,458047174,Dardistown 110 kV Substation,dardistown 110 kv substation,53.4212033,-6.2342099,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/458047174
way,463024136,Castlecomer 38kV Substation,castlecomer 38kv substation,52.8380978,-7.1921155,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/463024136
way,463031087,Tullow 38kV Substation,tullow 38kv substation,52.8099411,-6.7274478,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/463031087
way,470024318,Central Park 110kV Substation,central park 110kv substation,53.2702392,-6.2060635,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/470024318
way,478322320,Fitzwilliam Lane,fitzwilliam lane,53.3375808,-6.2492142,10000,minor_distribution,ESB Networks,068014,,https://www.openstreetmap.org/way/478322320
way,478322325,,,53.3363622,-6.2454174,,,,,,https://www.openstreetmap.org/way/478322325
way,478387474,Sallynoggin Road 38kV Substation,sallynoggin road 38kv substation,53.2783903,-6.1375784,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/478387474
way,478916752,Coolock 38 kV Substation,coolock 38 kv substation,53.3930756,-6.1960132,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/478916752
way,489576435,Derrycramph 38 kV Substation,derrycramph 38 kv substation,53.9793134,-7.3833437,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/489576435
way,489671620,Wolfe Tone 110kV Substation,wolfe tone 110kv substation,53.349714,-6.2679779,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/489671620
way,492437752,Granby Row 38kV Substation,granby row 38kv substation,53.3520032,-6.2654057,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/492437752
way,494697806,,,53.2332673,-7.7660206,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/494697806
way,499678809,Trim 38kV Substation,trim 38kv substation,53.5465824,-6.7952805,38000;20000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/499678809
way,500284316,Broadstone Luas Substation,broadstone luas substation,53.35488,-6.2763862,38000,traction,Luas - Transdev Dublin Light Rail Limited,,,https://www.openstreetmap.org/way/500284316
way,503253219,Drumcondra 38kV Substation,drumcondra 38kv substation,53.3629115,-6.2604578,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/503253219
way,504058936,Duleek 38 kV Substation,duleek 38 kv substation,53.6603698,-6.4278165,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/504058936
way,504620130,Delvin 38kV Substation,delvin 38kv substation,53.5970384,-7.0716045,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/504620130
way,504850124,Athboy 38kV Substation,athboy 38kv substation,53.6373859,-6.9388867,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/504850124
way,505410032,Stickillin 38kV Substation,stickillin 38kv substation,53.854141,-6.5212694,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/505410032
way,505417887,Kilsaran 38kV Substation,kilsaran 38kv substation,53.8810257,-6.3720623,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/505417887
way,505462580,Kingscourt 38kV Substation,kingscourt 38kv substation,53.8882199,-6.7870792,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/505462580
way,505641163,Mullagh 38kV Substation,mullagh 38kv substation,53.8128052,-6.9272675,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/505641163
way,505951507,Carrickmacross 38 kV Substation,carrickmacross 38 kv substation,53.9804544,-6.7351775,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/505951507
way,506200719,Newbrook 38kV Substation,newbrook 38kv substation,53.5126842,-7.3704628,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/506200719
way,507859235,Mount Lucas 110kV Substation,mount lucas 110kv substation,53.262337,-7.2520289,110000;20000,generation,EirGrid,,,https://www.openstreetmap.org/way/507859235
way,508669401,Finawn 38 kV Substation,finawn 38 kv substation,52.9370584,-7.7188409,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/508669401
way,508674282,Galmoy 38 kV Substation,galmoy 38 kv substation,52.8076896,-7.5957841,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/508674282
way,509422130,Bray 38kV Substation,bray 38kv substation,53.1935539,-6.1277485,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/509422130
way,509430139,Templemore 38 kV Substation,templemore 38 kv substation,52.7984439,-7.8263662,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/509430139
way,509453016,Roscrea 38 kV Substation,roscrea 38 kv substation,52.9499593,-7.7947712,38000;10000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/509453016
way,510273859,Sallins 38kV Substation,sallins 38kv substation,53.2595738,-6.6677089,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/510273859
way,511134828,Glebe 38kV Substation,glebe 38kv substation,53.7344222,-7.7850247,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/511134828
way,511529889,Ballybailie 38 kV Substation,ballybailie 38 kv substation,53.8717195,-6.5339575,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/511529889
way,513703422,Corkagh 110kV Substation,corkagh 110kv substation,53.3238429,-6.4476689,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/513703422
way,513993739,Dallow 110kV Substation,dallow 110kv substation,53.1259869,-7.928076,110000;38000,transmission,EirGrid,,,https://www.openstreetmap.org/way/513993739
way,516752881,Clonee 220kV Substation,clonee 220kv substation,53.4167869,-6.426741,220000;20000,industrial,EirGrid,,,https://www.openstreetmap.org/way/516752881
way,517800902,Ballymahon 38kV Substation,ballymahon 38kv substation,53.5894285,-7.8213622,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/517800902
way,518579805,Sutton 38kV Substation,sutton 38kv substation,53.3913353,-6.1191892,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/518579805
way,519016082,Kilcoole 38kV Substation,kilcoole 38kv substation,53.1021808,-6.0697345,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/519016082
way,519099966,Aghamore 38kV Substation,aghamore 38kv substation,53.6736567,-7.975825,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/519099966
way,519772616,Boghall Road 38kV Substation,boghall road 38kv substation,53.1868915,-6.1077136,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/519772616
way,520247049,Bedford Row 38kV Substation,bedford row 38kv substation,53.3458613,-6.261467,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/520247049
way,520417362,Shillelagh 38 kV Substation,shillelagh 38 kv substation,52.7521915,-6.5327303,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/520417362
way,520425580,Pollerton 38kV Substation,pollerton 38kv substation,52.8389069,-6.91142,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/520425580
way,520429237,Shercock 38kV Substation,shercock 38kv substation,53.9866923,-6.9120649,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/520429237
way,522484205,Kilmartin 38 kV Substation,kilmartin 38 kv substation,53.0498806,-6.0724884,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/522484205
way,522731953,Broombridge Luas Substation,broombridge luas substation,53.3705551,-6.2913166,38000,traction,Luas - Transdev Dublin Light Rail Limited,,,https://www.openstreetmap.org/way/522731953
way,524302123,Rathdrum 38kV Substation,rathdrum 38kv substation,52.9474127,-6.2441451,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/524302123
way,524335416,Bailieborough 38kV Substation,bailieborough 38kv substation,53.8957978,-6.9679341,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/524335416
way,524342957,Avoca 38kV Substation,avoca 38kv substation,52.8508035,-6.2036176,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/524342957
way,524345377,Coolgreaney Road 38 kV Substation,coolgreaney road 38 kv substation,52.7980474,-6.1665504,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/524345377
way,527975686,Rathmullan 38 kV Substation,rathmullan 38 kv substation,53.7076299,-6.3746568,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/527975686
way,534306885,Coolmine 38kV Substation,coolmine 38kv substation,53.3826009,-6.4003647,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/534306885
way,541997464,Dun Laoghaire 38kV Substation,dun laoghaire 38kv substation,53.2934156,-6.1413667,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/541997464
way,541998793,Monkstown 38kV Substation,monkstown 38kv substation,53.2950199,-6.1700942,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/541998793
way,547565445,Ballinvally 38kV Substation,ballinvally 38kv substation,52.7929879,-6.2955451,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/547565445
way,549104352,Ballyogan Luas Substation,ballyogan luas substation,53.2572974,-6.1940457,38000,traction,Luas - Transdev Dublin Light Rail Limited,,,https://www.openstreetmap.org/way/549104352
way,550274953,Inchicore Central Substation,inchicore central substation,53.3346189,-6.338727,10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/550274953
way,550274954,Inchicore North Substation,inchicore north substation,53.334649,-6.3385845,10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/550274954
way,554367622,,,53.3238174,-6.262475,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/554367622
way,580268034,Merville 38kV Substation,merville 38kv substation,53.3817451,-6.291772,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/580268034
way,586374473,East Wall Road 38kV Substation,east wall road 38kv substation,53.3531881,-6.2256499,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/586374473
way,593180150,,,53.3013175,-6.2454569,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/593180150
way,605963605,Barnakyle 110 kV Substation,barnakyle 110 kv substation,53.3146332,-6.4477366,110000,industrial,EirGrid,,,https://www.openstreetmap.org/way/605963605
way,615561528,Castleknock 38kV Substation,castleknock 38kv substation,53.3713136,-6.3773558,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/615561528
way,626790353,,,53.0224851,-7.982959,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/626790353
way,631676101,Newtownstalaban 38kV Substation,newtownstalaban 38kv substation,53.7259961,-6.3190238,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/631676101
way,633430378,Garrycastle 38kV Substation,garrycastle 38kv substation,53.4211492,-7.8951276,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/633430378
way,634333388,Greenhills 38kV Substation,greenhills 38kv substation,53.3136778,-6.328238,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/634333388
way,634351003,Kimmage 38kV Substation,kimmage 38kv substation,53.3113791,-6.3023942,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/634351003
way,634543442,Whitehall 38kV Substation,whitehall 38kv substation,53.3766156,-6.2510117,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/634543442
way,634610520,Edenderry 38kV Substation,edenderry 38kv substation,53.3467644,-7.0191235,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/634610520
way,635659051,,,53.2938394,-6.4786084,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/635659051
way,636135260,Glasnevin 38kV Substation,glasnevin 38kv substation,53.3688667,-6.2724035,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/636135260
way,684124854,Snugborough 110kV Substation,snugborough 110kv substation,53.4066092,-6.356603,110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/684124854
way,684177182,______ 110kV Substation,110kv substation,53.4040145,-6.36494,110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/684177182
way,684177183,Cloghran 110kV Substation,cloghran 110kv substation,53.4034934,-6.3610231,110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/684177183
way,688755600,Bruckana 38kV Substation,bruckana 38kv substation,52.7780671,-7.6678904,38000,generation,ESB Networks,,,https://www.openstreetmap.org/way/688755600
way,697464725,Darndale 110kV Substation,darndale 110kv substation,53.407848,-6.2241754,110000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/697464725
way,697464731,Kilmore 110kV Substation,kilmore 110kv substation,53.4013032,-6.2208175,110000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/697464731
way,697470447,Airton 110kV Substation,airton 110kv substation,53.2968693,-6.3674201,110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/697470447
way,699918370,Meenwaun Substation,meenwaun substation,53.1606091,-7.9201747,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/699918370
way,702282360,Saggart Luas Substation,saggart luas substation,53.2848932,-6.4383462,38000,traction,Luas - Transdev Dublin Light Rail Limited,,,https://www.openstreetmap.org/way/702282360
way,710981639,Castlebaggot 220kV Substation,castlebaggot 220kv substation,53.3166943,-6.4497194,220000;110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/710981639
way,714018181,Belcamp 220kV Substation,belcamp 220kv substation,53.409766,-6.2025287,220000;110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/714018181
way,736675397,,,53.3331535,-6.3111532,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/736675397
way,744425059,Graigue 38kV Substation,graigue 38kv substation,52.8369564,-6.9438472,38000;10000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/744425059
way,773580555,,,53.3073865,-6.2254004,10000,minor_distribution,University College Dublin,,,https://www.openstreetmap.org/way/773580555
way,790481667,,,52.782532,-7.4297045,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/790481667
way,793330528,Ballycumber 38kV Substation,ballycumber 38kv substation,52.8336171,-6.4671671,38000;20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/793330528
way,798186536,Clarkstown 38kV Substation,clarkstown 38kv substation,53.4624257,-6.6822183,38000,distribution,ESB Networks,,outdoor,https://www.openstreetmap.org/way/798186536
way,819286958,Bracetown 220kV Substation,bracetown 220kv substation,53.4222695,-6.4457133,220000;20000,industrial,EirGrid,,,https://www.openstreetmap.org/way/819286958
way,820465119,Newbury 110kV Substation,newbury 110kv substation,53.3997557,-6.2162523,110000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/820465119
way,822400580,Cromcastle 110kV Substation,cromcastle 110kv substation,53.4030295,-6.2276046,110000;10000,transmission,EirGrid,,indoor,https://www.openstreetmap.org/way/822400580
way,876533232,,,53.3248334,-6.3345673,10000,substation,ESB Networks,,,https://www.openstreetmap.org/way/876533232
way,887405637,Kellystown 220 kV Substation,kellystown 220 kv substation,53.3823502,-6.524176,220000,transmission,EirGrid,,,https://www.openstreetmap.org/way/887405637
way,893157942,Tara East 001187X,tara east 001187x,53.3128243,-6.2059334,10000,minor_distribution,ESB Networks,Tara East 001187X,,https://www.openstreetmap.org/way/893157942
way,893157943,Tara West 001188X,tara west 001188x,53.3128255,-6.2059961,10000,minor_distribution,ESB Networks,Tara West 001188X,,https://www.openstreetmap.org/way/893157943
way,899573393,STH COUNTY S/S,sth county s s,53.2946635,-6.2024168,10000,minor_distribution,ESB Networks,001280,indoor,https://www.openstreetmap.org/way/899573393
way,914837874,Montrose Hotel,montrose hotel,53.3083408,-6.2143685,10000,minor_distribution,ESB Networks,001254,indoor,https://www.openstreetmap.org/way/914837874
way,929003194,Merrion S C,merrion s c,53.3185502,-6.2142288,10000,minor_distribution,ESB Networks,001768,,https://www.openstreetmap.org/way/929003194
way,934879760,Derrycarney 110kV Substation,derrycarney 110kv substation,53.2271141,-7.7961871,110000;33000,transmission,EirGrid,,,https://www.openstreetmap.org/way/934879760
way,935127343,Aungierstown 110 kV Substation,aungierstown 110 kv substation,53.316073,-6.4523208,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/935127343
way,942416227,,,53.3355297,-6.473226,220000,transition,EirGrid,,,https://www.openstreetmap.org/way/942416227
way,946144272,St. Vincent's,st vincent s,53.3172363,-6.2106111,10000,minor_distribution,ESB Networks,001 4022,,https://www.openstreetmap.org/way/946144272
way,946144273,St. Vincent's,st vincent s,53.3171878,-6.210611,10000,minor_distribution,ESB Networks,001 4019 / 001 4020,,https://www.openstreetmap.org/way/946144273
way,960184848,,,53.3130199,-6.2071304,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/960184848
way,1003253882,Cruiserath 220kV Substation,cruiserath 220kv substation,53.4146281,-6.3817801,220000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1003253882
way,1003253888,Barnageeragh 110kV Substation,barnageeragh 110kv substation,53.4042822,-6.3698501,110000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1003253888
way,1009395517,Ballyragget 110 kV Substation,ballyragget 110 kv substation,52.7988347,-7.342814,110000;38000;20000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1009395517
way,1012215760,Carrigallen 38 kV Substation,carrigallen 38 kv substation,53.9668478,-7.6796358,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/1012215760
way,1013905509,Rathcoole Shopping Mall,rathcoole shopping mall,53.2817553,-6.4713229,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/1013905509
way,1029072347,068010,068010,53.3473683,-6.2321237,10000,minor_distribution,ESB Networks,068010,indoor,https://www.openstreetmap.org/way/1029072347
way,1041629387,,,53.3509781,-6.2223499,10000,minor_distribution,ESB Networks,,indoor,https://www.openstreetmap.org/way/1041629387
way,1042961412,Castlelost 220 kV Substation,castlelost 220 kv substation,53.3981429,-7.3211845,220000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1042961412
way,1046481962,Slane 38 kV Substation,slane 38 kv substation,53.7477819,-6.5520414,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/1046481962
way,1046559938,Raragh 20 kV Substation,raragh 20 kv substation,53.9239206,-6.821734,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/1046559938
way,1046970225,Kilcarbery Substation,kilcarbery substation,53.3147089,-6.4441978,110000;10000,industrial,EirGrid,,,https://www.openstreetmap.org/way/1046970225
way,1051161785,Kilcumber 110kV Substation,kilcumber 110kv substation,53.2901576,-7.092703,110000;33000,generation,EirGrid,,,https://www.openstreetmap.org/way/1051161785
way,1055532500,St Lawrences Pk,st lawrences pk,53.2926149,-6.1958834,10000,minor_distribution,ESB Networks,001217,,https://www.openstreetmap.org/way/1055532500
way,1055962442,,,52.99467,-6.1061467,10000,generation,ESB Networks,,,https://www.openstreetmap.org/way/1055962442
way,1056285945,,,52.8183869,-7.9503815,10000,generation,ESB Networks,,,https://www.openstreetmap.org/way/1056285945
way,1057100688,Borrisoleigh 38 kV Substation,borrisoleigh 38 kv substation,52.7556891,-7.9525514,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/1057100688
way,1075614008,Cranford Flats,cranford flats,53.3099984,-6.2160307,,distribution,ESB Networks,001553,,https://www.openstreetmap.org/way/1075614008
way,1085182578,,,53.2831889,-6.425225,10000,minor_distribution,ESB Networks,,indoor,https://www.openstreetmap.org/way/1085182578
way,1097376510,Garballagh 110 kV Substation,garballagh 110 kv substation,53.6572305,-6.4586834,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/1097376510
way,1107158570,Clutterland 110 kV Substation,clutterland 110 kv substation,53.3179126,-6.4497145,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1107158570
way,1108073471,______ __kV Substation,kv substation,53.4078806,-6.2249611,110000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1108073471
way,1110074753,Cloghan 110kV Substation,cloghan 110kv substation,53.2036203,-7.8727231,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/1110074753
way,1115568677,,,53.885159,-6.9198412,10000,generation,ESB Networks,,,https://www.openstreetmap.org/way/1115568677
way,1123268881,Oldbridge 110 kV Substation,oldbridge 110 kv substation,53.7067579,-6.3878298,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1123268881
way,1124890817,,,53.3300576,-6.3855373,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1124890817
way,1125141927,Deenes 110 kV Substation,deenes 110 kv substation,53.6475064,-6.4407825,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/1125141927
way,1125304097,Blundelstown 110 kV Substation,blundelstown 110 kv substation,53.444432,-6.5335903,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/1125304097
way,1125985366,Ballymacarney 110 kV Substation,ballymacarney 110 kv substation,53.4504068,-6.3671067,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/1125985366
way,1127875861,Hortland 20 kV Substation,hortland 20 kv substation,53.3815037,-6.7900026,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/1127875861
way,1128026532,Hilltown 20 kV Substation,hilltown 20 kv substation,53.574422,-6.4203358,20000,generation,ESB Networks,,,https://www.openstreetmap.org/way/1128026532
way,1131160702,,,53.4172102,-7.9867131,38000;20000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/1131160702
way,1131166134,Athlone 110 kV Substation,athlone 110 kv substation,53.4230436,-7.9745082,110000;38000;10000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1131166134
way,1131169741,,,53.417035,-7.9871665,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/1131169741
way,1161614557,Deansgrange 38 kV Substation,deansgrange 38 kv substation,53.276421,-6.1618033,38000,distribution,ESB Networks,,,https://www.openstreetmap.org/way/1161614557
way,1176262609,Inchicore Central 110 kV Substation,inchicore central 110 kv substation,53.3346309,-6.3407746,110000;33000,generation,EirGrid,,,https://www.openstreetmap.org/way/1176262609
way,1190756188,Timahoe 110 kV Station,timahoe 110,53.3500291,-6.8626861,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1190756188
way,1209784406,Philipstown 110 kV Substation,philipstown 110 kv substation,53.2882569,-7.0878409,110000,generation,EirGrid,,,https://www.openstreetmap.org/way/1209784406
way,1231460605,,,53.3371847,-6.4291585,220000,transition,EirGrid,,,https://www.openstreetmap.org/way/1231460605
way,1231956439,Kishoge 110 kV Substation,kishoge 110 kv substation,53.3280353,-6.4600205,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1231956439
way,1253617318,______ 220kV Substation,220kv substation,53.3791801,-6.5220638,220000,industrial,EirGrid,,,https://www.openstreetmap.org/way/1253617318
way,1262988428,,,53.3408773,-6.3002141,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/1262988428
way,1264633852,Taney 110 kV Substation,taney 110 kv substation,53.2885883,-6.245051,110000,transmission,EirGrid,,,https://www.openstreetmap.org/way/1264633852
way,1270901686,,,53.3668715,-6.2622326,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/1270901686
way,1296698026,,,53.3549065,-6.4047682,10000,minor_distribution,ESB Networks,,,https://www.openstreetmap.org/way/1296698026
