name,psse_name,station,v_nom,search_name,candidate_rank,text_score,combined_score,voltage_match,review_status,osm_name,osm_lon,osm_lat,osm_voltage,osm_substation,osm_operator,osm_ref,osm_type,osm_id,osm_url,x,y,geocode_method,reason,search_name_normalised,osm_location
2641,GRAHOMICK,GRAHOMICK,110.0,GRAHOMICK,4,52.6,62.6,True,weak match,Tievebrack 110kV Substation,-8.2356174,54.8102758,110000;38000,transmission,EirGrid,,way,705034071,https://www.openstreetmap.org/way/705034071,0.0,0.0,,"coordinates are (0, 0)",grahomick,
2641,GRAHOMICK,GRAHOMICK,110.0,GRAHOMICK,5,51.4,61.4,True,weak match,Rathkeale 110kV Substation,-8.9685536,52.5436993,110000;38000;20000,transmission,EirGrid,,way,211049457,https://www.openstreetmap.org/way/211049457,0.0,0.0,,"coordinates are (0, 0)",grahomick,
2651,GARRINTAGGAR,GARRINTAGGAR,110.0,GARRINTAGGAR,1,63.0,63.0,False,possible candidate - manual review,Carrigarierk 33 kV Substation,-9.1301368,51.8034512,33000,generation,Keel Energy Ltd. (Enerco Energy Ltd.),,way,1079167845,https://www.openstreetmap.org/way/1079167845,0.0,0.0,,"coordinates are (0, 0)",garrintaggar,
2651,GARRINTAGGAR,GARRINTAGGAR,110.0,GARRINTAGGAR,2,60.0,70.0,True,possible candidate - voltage agrees,Carrigadrohid 110kV Substation,-8.8633008,51.8978487,110000,generation,EirGrid,,way,179838650,https://www.openstreetmap.org/way/179838650,0.0,0.0,,"coordinates are (0, 0)",garrintaggar,
2651,GARRINTAGGAR,GARRINTAGGAR,110.0,GARRINTAGGAR,3,60.0,60.0,False,possible candidate - manual review,Garranacanty 38 kV Substation,-8.1459986,52.4827715,38000;20000,distribution,ESB Networks,,way,519825467,https://www.openstreetmap.org/way/519825467,0.0,0.0,,"coordinates are (0, 0)",garrintaggar,
2651,GARRINTAGGAR,GARRINTAGGAR,110.0,GARRINTAGGAR,4,57.0,57.0,False,possible candidate - manual review,Welsh Water Garage Portfield Gate Substation,-5.0166545,51.7987029,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292560310,https://www.openstreetmap.org/node/12292560310,0.0,0.0,,"coordinates are (0, 0)",garrintaggar,
2651,GARRINTAGGAR,GARRINTAGGAR,110.0,GARRINTAGGAR,5,56.8,56.8,False,possible candidate - manual review,Carrigaline 38kV Substation,-8.3821205,51.8275848,38000;10000,distribution,ESB Networks,,way,339519136,https://www.openstreetmap.org/way/339519136,0.0,0.0,,"coordinates are (0, 0)",garrintaggar,
27219,GRFRAT T,GRFRAT,110.0,GRFRAT,1,65.5,65.5,False,possible candidate - manual review,Garranacanty 38 kV Substation,-8.1459986,52.4827715,38000;20000,distribution,ESB Networks,,way,519825467,https://www.openstreetmap.org/way/519825467,0.0,0.0,,"coordinates are (0, 0)",grfrat,
27219,GRFRAT T,GRFRAT,110.0,GRFRAT,2,65.5,65.5,False,possible candidate - manual review,Gurranebane 38kV Substation,-10.2317332,51.935333,38000,distribution,ESB Networks,,way,618010161,https://www.openstreetmap.org/way/618010161,0.0,0.0,,"coordinates are (0, 0)",grfrat,
27219,GRFRAT T,GRFRAT,110.0,GRFRAT,3,65.5,65.5,False,possible candidate - manual review,Garranereagh Substation,-8.9273238,51.8173355,20000,generation,ESB Networks,,way,696142826,https://www.openstreetmap.org/way/696142826,0.0,0.0,,"coordinates are (0, 0)",grfrat,
27219,GRFRAT T,GRFRAT,110.0,GRFRAT,4,65.5,75.5,True,possible candidate - voltage agrees,Great Island 220kV Substation,-6.99172,52.2815845,220000;110000;38000,generation,EirGrid,,way,96278380,https://www.openstreetmap.org/way/96278380,0.0,0.0,,"coordinates are (0, 0)",grfrat,
27219,GRFRAT T,GRFRAT,110.0,GRFRAT,5,65.5,75.5,True,possible candidate - voltage agrees,Great Island 110kV Substation,-6.9946064,52.2802358,110000,transmission,EirGrid,,way,243682402,https://www.openstreetmap.org/way/243682402,0.0,0.0,,"coordinates are (0, 0)",grfrat,
27460,GI_OFFSHORE,GI_OFFSHORE,220.0,GI_OFFSHORE,1,57.3,57.3,False,possible candidate - manual review,North Foreshore 33 kV Substation,-5.8968997,54.6257619,33000,distribution,NIE Networks,,way,223679287,https://www.openstreetmap.org/way/223679287,0.0,0.0,,"coordinates are (0, 0)",gi offshore,
27460,GI_OFFSHORE,GI_OFFSHORE,220.0,GI_OFFSHORE,2,51.4,51.4,False,weak match,Lisaghmore 110kV Substation,-7.3049906,54.9806374,110000,transmission,NIE Networks,,way,374873312,https://www.openstreetmap.org/way/374873312,0.0,0.0,,"coordinates are (0, 0)",gi offshore,
27460,GI_OFFSHORE,GI_OFFSHORE,220.0,GI_OFFSHORE,3,50.3,50.3,False,weak match,Tawnaghmore 110kV Substation,-9.2178772,54.1918026,110000;38000,transmission,EirGrid,,way,616335906,https://www.openstreetmap.org/way/616335906,0.0,0.0,,"coordinates are (0, 0)",gi offshore,
27460,GI_OFFSHORE,GI_OFFSHORE,220.0,GI_OFFSHORE,4,50.0,50.0,False,weak match,Moneypoint Wind Farm Switching House,-9.4240748,52.6105235,,generation,ESB Generation and Wholesale Markets,,way,705875732,https://www.openstreetmap.org/way/705875732,0.0,0.0,,"coordinates are (0, 0)",gi offshore,
27460,GI_OFFSHORE,GI_OFFSHORE,220.0,GI_OFFSHORE,5,50.0,50.0,False,weak match,Lismore 38 kV Substation,-7.9209338,52.1366141,38000;10000,distribution,ESB Networks,,way,616256059,https://www.openstreetmap.org/way/616256059,0.0,0.0,,"coordinates are (0, 0)",gi offshore,
3111,BALLYNABRANN,BALLYNABRANN,110.0,BALLYNABRANN,1,68.6,68.6,False,possible candidate - manual review,Ballyraine 38 kV Substation,-7.7143531,54.9566382,38000,distribution,ESB Networks,,way,519085250,https://www.openstreetmap.org/way/519085250,0.0,0.0,,"coordinates are (0, 0)",ballynabrann,
3111,BALLYNABRANN,BALLYNABRANN,110.0,BALLYNABRANN,2,66.3,66.3,False,possible candidate - manual review,Ballyard 38 kV Substation,-9.7037918,52.2565709,38000,distribution,ESB Networks,,way,209985873,https://www.openstreetmap.org/way/209985873,0.0,0.0,,"coordinates are (0, 0)",ballynabrann,
3111,BALLYNABRANN,BALLYNABRANN,110.0,BALLYNABRANN,3,66.3,76.3,True,possible candidate - voltage agrees,Ballynahulla 220kV Substation,-9.2611456,52.1738656,220000;110000,transmission,EirGrid,,way,819997192,https://www.openstreetmap.org/way/819997192,0.0,0.0,,"coordinates are (0, 0)",ballynabrann,
3111,BALLYNABRANN,BALLYNABRANN,110.0,BALLYNABRANN,4,66.3,66.3,False,possible candidate - manual review,Ballybailie 38 kV Substation,-6.5339575,53.8717195,38000;10000,distribution,ESB Networks,,way,511529889,https://www.openstreetmap.org/way/511529889,0.0,0.0,,"coordinates are (0, 0)",ballynabrann,
3111,BALLYNABRANN,BALLYNABRANN,110.0,BALLYNABRANN,5,66.3,76.3,True,possible candidate - voltage agrees,Ballyragget 110 kV Substation,-7.342814,52.7988347,110000;38000;20000,transmission,EirGrid,,way,1009395517,https://www.openstreetmap.org/way/1009395517,0.0,0.0,,"coordinates are (0, 0)",ballynabrann,
3181,KILLINSKYDUF,KILLINSKYDUF,110.0,KILLINSKYDUF,1,60.9,60.9,False,possible candidate - manual review,Killinchy A,-5.6750854,54.4725621,11000,minor_distribution,,,way,1478644351,https://www.openstreetmap.org/way/1478644351,0.0,0.0,,"coordinates are (0, 0)",killinskyduf,
3181,KILLINSKYDUF,KILLINSKYDUF,110.0,KILLINSKYDUF,2,60.0,60.0,False,possible candidate - manual review,Killinick 38kV Substation,-6.4316379,52.2578647,38000,distribution,ESB Networks,,way,307484253,https://www.openstreetmap.org/way/307484253,0.0,0.0,,"coordinates are (0, 0)",killinskyduf,
3181,KILLINSKYDUF,KILLINSKYDUF,110.0,KILLINSKYDUF,3,60.0,60.0,False,possible candidate - manual review,Killin Hill 38 kV Substation,-8.2903738,54.7046085,38000,generation,ESB Networks,,way,698799022,https://www.openstreetmap.org/way/698799022,0.0,0.0,,"coordinates are (0, 0)",killinskyduf,
3181,KILLINSKYDUF,KILLINSKYDUF,110.0,KILLINSKYDUF,4,60.0,60.0,False,possible candidate - manual review,Killinchy 33kV Substation,-5.687421,54.4728226,33000,distribution,NIE Networks,,way,561324340,https://www.openstreetmap.org/way/561324340,0.0,0.0,,"coordinates are (0, 0)",killinskyduf,
3181,KILLINSKYDUF,KILLINSKYDUF,110.0,KILLINSKYDUF,5,57.0,57.0,False,possible candidate - manual review,Stickillin 38kV Substation,-6.5212694,53.854141,38000,distribution,ESB Networks,,way,505410032,https://www.openstreetmap.org/way/505410032,0.0,0.0,,"coordinates are (0, 0)",killinskyduf,
3481,COOLNANOONAG,COOLNANOONAG,110.0,COOLNANOONAG,1,90.0,90.0,False,good name match - check voltage,Coolnanoonagh Substation,-9.3951009,52.5814565,33000,generation,Statkraft,,way,744115145,https://www.openstreetmap.org/way/744115145,0.0,0.0,,"coordinates are (0, 0)",coolnanoonag,
3481,COOLNANOONAG,COOLNANOONAG,110.0,COOLNANOONAG,2,60.0,60.0,False,possible candidate - manual review,Cloonbannin 38 kV Substation,-9.040773,52.1291111,38000,distribution,ESB Networks,,way,1191936743,https://www.openstreetmap.org/way/1191936743,0.0,0.0,,"coordinates are (0, 0)",coolnanoonag,
3481,COOLNANOONAG,COOLNANOONAG,110.0,COOLNANOONAG,3,60.0,60.0,False,possible candidate - manual review,Carndonagh 38 kV Substation,-7.2762826,55.2434889,38000,distribution,ESB Networks,,way,352796957,https://www.openstreetmap.org/way/352796957,0.0,0.0,,"coordinates are (0, 0)",coolnanoonag,
3481,COOLNANOONAG,COOLNANOONAG,110.0,COOLNANOONAG,4,57.3,57.3,False,possible candidate - manual review,Coolcarron 38 kV Substation,-8.2775402,52.1289855,38000,distribution,ESB Networks,,way,519323114,https://www.openstreetmap.org/way/519323114,0.0,0.0,,"coordinates are (0, 0)",coolnanoonag,
3481,COOLNANOONAG,COOLNANOONAG,110.0,COOLNANOONAG,5,56.8,56.8,False,possible candidate - manual review,Cloondara 38 kV Substation,-7.9062034,53.7493411,38000,industrial,ESB Networks,,way,449822495,https://www.openstreetmap.org/way/449822495,0.0,0.0,,"coordinates are (0, 0)",coolnanoonag,
3501,LANESBORO_A1,LANESBORO_A1,110.0,LANESBORO_A1,1,77.1,87.1,True,possible candidate - voltage agrees,Lanesborough 110kV Substation,-7.9878234,53.6750357,110000,transmission,EirGrid,,way,342820729,https://www.openstreetmap.org/way/342820729,0.0,0.0,,"coordinates are (0, 0)",lanesboro a1,
3501,LANESBORO_A1,LANESBORO_A1,110.0,LANESBORO_A1,2,63.0,63.0,False,possible candidate - manual review,Annsborough Central 33kV Substation,-5.9262744,54.2669972,33000,distribution,NIE Networks,10000605,way,807628908,https://www.openstreetmap.org/way/807628908,0.0,0.0,,"coordinates are (0, 0)",lanesboro a1,
3501,LANESBORO_A1,LANESBORO_A1,110.0,LANESBORO_A1,3,57.3,67.3,True,possible candidate - voltage agrees,Glasmore 110kV Substation,-6.2384064,53.4677716,110000;38000;400,transmission,EirGrid,,way,27045289,https://www.openstreetmap.org/way/27045289,0.0,0.0,,"coordinates are (0, 0)",lanesboro a1,
3501,LANESBORO_A1,LANESBORO_A1,110.0,LANESBORO_A1,4,56.8,66.8,True,possible candidate - voltage agrees,Anner 110kV Substation,-7.6492028,52.3719788,110000,industrial,EirGrid,,way,235794888,https://www.openstreetmap.org/way/235794888,0.0,0.0,,"coordinates are (0, 0)",lanesboro a1,
3501,LANESBORO_A1,LANESBORO_A1,110.0,LANESBORO_A1,5,56.8,66.8,True,possible candidate - voltage agrees,Larne 110kV Substation,-5.8553653,54.847707,110000,transmission,NIE Networks,,way,166764804,https://www.openstreetmap.org/way/166764804,0.0,0.0,,"coordinates are (0, 0)",lanesboro a1,
35011,LANESBORO_A2,LANESBORO_A2,110.0,LANESBORO_A2,1,77.1,87.1,True,possible candidate - voltage agrees,Lanesborough 110kV Substation,-7.9878234,53.6750357,110000,transmission,EirGrid,,way,342820729,https://www.openstreetmap.org/way/342820729,0.0,0.0,,"coordinates are (0, 0)",lanesboro a2,
35011,LANESBORO_A2,LANESBORO_A2,110.0,LANESBORO_A2,2,63.0,63.0,False,possible candidate - manual review,Annsborough Central 33kV Substation,-5.9262744,54.2669972,33000,distribution,NIE Networks,10000605,way,807628908,https://www.openstreetmap.org/way/807628908,0.0,0.0,,"coordinates are (0, 0)",lanesboro a2,
35011,LANESBORO_A2,LANESBORO_A2,110.0,LANESBORO_A2,3,52.5,62.5,True,weak match,Clashavoon 220 kV Substation,-8.9141082,51.938191,220000;110000,transmission,EirGrid,,way,186889669,https://www.openstreetmap.org/way/186889669,0.0,0.0,,"coordinates are (0, 0)",lanesboro a2,
35011,LANESBORO_A2,LANESBORO_A2,110.0,LANESBORO_A2,4,52.5,52.5,False,weak match,Cloghaneleskirt 20 KV Substation,-9.5332645,52.3432121,20000,generation,ESB Networks,,way,927180472,https://www.openstreetmap.org/way/927180472,0.0,0.0,,"coordinates are (0, 0)",lanesboro a2,
35011,LANESBORO_A2,LANESBORO_A2,110.0,LANESBORO_A2,5,52.5,52.5,False,weak match,St Annes Road Substation,-5.0460113,51.7115291,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292562004,https://www.openstreetmap.org/node/12292562004,0.0,0.0,,"coordinates are (0, 0)",lanesboro a2,
3911,METRO AIRPOR,METRO AIRPOR,110.0,METRO AIRPOR,1,60.0,60.0,False,possible candidate - manual review,Airport Road 33 kV Substation,-5.8984552,54.6038767,33000,distribution,NIE Networks,,way,477221983,https://www.openstreetmap.org/way/477221983,0.0,0.0,,"coordinates are (0, 0)",metro airpor,
3911,METRO AIRPOR,METRO AIRPOR,110.0,METRO AIRPOR,2,57.0,57.0,False,possible candidate - manual review,MAIN SUB,-8.5767368,52.6803697,10000,minor_distribution,,MVN-1,way,1423994120,https://www.openstreetmap.org/way/1423994120,0.0,0.0,,"coordinates are (0, 0)",metro airpor,
3911,METRO AIRPOR,METRO AIRPOR,110.0,METRO AIRPOR,3,54.0,64.0,True,weak match,Mungret,-8.6914888,52.6411396,110000,industrial,EirGrid,,way,373218637,https://www.openstreetmap.org/way/373218637,0.0,0.0,,"coordinates are (0, 0)",metro airpor,
3911,METRO AIRPOR,METRO AIRPOR,110.0,METRO AIRPOR,4,52.5,52.5,False,weak match,WESTERN CAR PK KIOSK,-8.5785713,52.6743876,10000,,ESB Networks,067290 Z,node,13082650790,https://www.openstreetmap.org/node/13082650790,0.0,0.0,,"coordinates are (0, 0)",metro airpor,
3911,METRO AIRPOR,METRO AIRPOR,110.0,METRO AIRPOR,5,52.5,52.5,False,weak match,Harmeston Farmturbine Substation,-5.0122083,51.7442851,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292559565,https://www.openstreetmap.org/node/12292559565,0.0,0.0,,"coordinates are (0, 0)",metro airpor,
39420,W_SKERD ROCK,SKERD ROCK,220.0,SKERD ROCK,1,60.0,60.0,False,possible candidate - manual review,Sealrock 110 kV Substation,-9.0577245,52.6328727,110000,generation,RUSAL,,way,374415638,https://www.openstreetmap.org/way/374415638,0.0,0.0,,"coordinates are (0, 0)",skerd rock,
39420,W_SKERD ROCK,SKERD ROCK,220.0,SKERD ROCK,2,60.0,60.0,False,possible candidate - manual review,Shercock 38kV Substation,-6.9120649,53.9866923,38000,distribution,ESB Networks,,way,520429237,https://www.openstreetmap.org/way/520429237,0.0,0.0,,"coordinates are (0, 0)",skerd rock,
39420,W_SKERD ROCK,SKERD ROCK,220.0,SKERD ROCK,3,56.8,56.8,False,possible candidate - manual review,Skomer Drive Substation,-5.0283827,51.7253484,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292562812,https://www.openstreetmap.org/node/12292562812,0.0,0.0,,"coordinates are (0, 0)",skerd rock,
39420,W_SKERD ROCK,SKERD ROCK,220.0,SKERD ROCK,4,56.8,56.8,False,possible candidate - manual review,Strand Road 33 kV Substation,-7.32153,55.0013442,33000,distribution,NIE Networks,,way,1051116347,https://www.openstreetmap.org/way/1051116347,0.0,0.0,,"coordinates are (0, 0)",skerd rock,
39420,W_SKERD ROCK,SKERD ROCK,220.0,SKERD ROCK,5,54.0,54.0,False,weak match,St Brides View Roch Substation,-5.08739,51.8470877,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12244409195,https://www.openstreetmap.org/node/12244409195,0.0,0.0,,"coordinates are (0, 0)",skerd rock,
39444,MPTSERIESCAP,MPTSERIESCAP,380.0,MPTSERIESCAP,1,56.8,56.8,False,possible candidate - manual review,Imperial Corner Milford Haven Substation,-5.0270234,51.7164756,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292562659,https://www.openstreetmap.org/node/12292562659,0.0,0.0,,"coordinates are (0, 0)",mptseriescap,
39444,MPTSERIESCAP,MPTSERIESCAP,380.0,MPTSERIESCAP,2,52.5,52.5,False,weak match,St Brides Castle Substation,-5.1950461,51.7511128,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292563091,https://www.openstreetmap.org/node/12292563091,0.0,0.0,,"coordinates are (0, 0)",mptseriescap,
39444,MPTSERIESCAP,MPTSERIESCAP,380.0,MPTSERIESCAP,3,52.5,52.5,False,weak match,Campsie Central 33kV Substation,-7.2084817,55.0369154,33000,distribution,NIE Networks,,way,437302838,https://www.openstreetmap.org/way/437302838,0.0,0.0,,"coordinates are (0, 0)",mptseriescap,
39444,MPTSERIESCAP,MPTSERIESCAP,380.0,MPTSERIESCAP,4,52.2,52.2,False,weak match,Merrion S C,-6.2142288,53.3185502,10000,minor_distribution,ESB Networks,001768,way,929003194,https://www.openstreetmap.org/way/929003194,0.0,0.0,,"coordinates are (0, 0)",mptseriescap,
39444,MPTSERIESCAP,MPTSERIESCAP,380.0,MPTSERIESCAP,5,51.4,51.4,False,weak match,MVP-1,-8.5700637,52.6735236,10000,industrial,ESB Networks,MVP-1,way,1436546067,https://www.openstreetmap.org/way/1436546067,0.0,0.0,,"coordinates are (0, 0)",mptseriescap,indoor
43619,OUTAGH T,OUTAGH,110.0,OUTAGH,1,72.0,82.0,True,possible candidate - voltage agrees,Oughtragh 110kV Substation,-9.6927788,52.136625,110000;38000,transmission,EirGrid,,way,213508375,https://www.openstreetmap.org/way/213508375,0.0,0.0,,"coordinates are (0, 0)",outagh,
43619,OUTAGH T,OUTAGH,110.0,OUTAGH,2,72.0,72.0,False,possible candidate - manual review,Oughterard 38 kV Substation,-9.301181,53.4159243,38000;10000,distribution,ESB Networks,,way,621831058,https://www.openstreetmap.org/way/621831058,0.0,0.0,,"coordinates are (0, 0)",outagh,
43619,OUTAGH T,OUTAGH,110.0,OUTAGH,3,68.4,68.4,False,possible candidate - manual review,Turlough Road 38 kV Substation,-9.2835142,53.8690938,38000;10000,distribution,ESB Networks,,way,445519148,https://www.openstreetmap.org/way/445519148,0.0,0.0,,"coordinates are (0, 0)",outagh,
43619,OUTAGH T,OUTAGH,110.0,OUTAGH,4,68.4,68.4,False,possible candidate - manual review,Turlough Hill,-6.4061441,53.0439505,220000,transition,EirGrid,,way,266025855,https://www.openstreetmap.org/way/266025855,0.0,0.0,,"coordinates are (0, 0)",outagh,
43619,OUTAGH T,OUTAGH,110.0,OUTAGH,5,68.4,68.4,False,possible candidate - manual review,Turlough Hill Substation,-6.3965026,53.0329918,220000,generation,EirGrid,,way,288283900,https://www.openstreetmap.org/way/288283900,0.0,0.0,,"coordinates are (0, 0)",outagh,
43844,OLDSERIESCAP,OLDSERIESCAP,380.0,OLDSERIESCAP,1,56.8,56.8,False,possible candidate - manual review,Old Rectory Housing Site Substation,-5.0018499,51.9271174,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12244407086,https://www.openstreetmap.org/node/12244407086,0.0,0.0,,"coordinates are (0, 0)",oldseriescap,
43844,OLDSERIESCAP,OLDSERIESCAP,380.0,OLDSERIESCAP,2,56.8,56.8,False,possible candidate - manual review,Oldstreet Substation,-8.2688847,53.134326,400000;220000,transmission,EirGrid,,way,179121616,https://www.openstreetmap.org/way/179121616,0.0,0.0,,"coordinates are (0, 0)",oldseriescap,
43844,OLDSERIESCAP,OLDSERIESCAP,380.0,OLDSERIESCAP,3,52.9,52.9,False,weak match,Oldcastle 38kV Substation,-7.1521671,53.7723687,38000,distribution,ESB Networks,,way,442043146,https://www.openstreetmap.org/way/442043146,0.0,0.0,,"coordinates are (0, 0)",oldseriescap,
43844,OLDSERIESCAP,OLDSERIESCAP,380.0,OLDSERIESCAP,4,52.5,52.5,False,weak match,St Brides Castle Substation,-5.1950461,51.7511128,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292563091,https://www.openstreetmap.org/node/12292563091,0.0,0.0,,"coordinates are (0, 0)",oldseriescap,
43844,OLDSERIESCAP,OLDSERIESCAP,380.0,OLDSERIESCAP,5,51.4,51.4,False,weak match,Oldbridge 110 kV Substation,-6.3878298,53.7067579,110000,transmission,EirGrid,,way,1123268881,https://www.openstreetmap.org/way/1123268881,0.0,0.0,,"coordinates are (0, 0)",oldseriescap,
4462,POOLBEG NORT,POOLBEG NORT,220.0,POOLBEG NORT,1,85.5,95.5,True,strong candidate,Poolbeg 220kV Substation,-6.1899101,53.3382373,220000,generation,EirGrid,,way,443094721,https://www.openstreetmap.org/way/443094721,0.0,0.0,,"coordinates are (0, 0)",poolbeg nort,
4462,POOLBEG NORT,POOLBEG NORT,220.0,POOLBEG NORT,2,60.0,60.0,False,possible candidate - manual review,Novartis,-8.3436362,51.8270663,38000,industrial,ESB Networks,,way,339515165,https://www.openstreetmap.org/way/339515165,0.0,0.0,,"coordinates are (0, 0)",poolbeg nort,
4462,POOLBEG NORT,POOLBEG NORT,220.0,POOLBEG NORT,3,60.0,60.0,False,possible candidate - manual review,NORTHERN SUB,-8.4906026,51.8528176,10000;400;230,minor_distribution,ESB Networks,281658X,way,1375838643,https://www.openstreetmap.org/way/1375838643,0.0,0.0,,"coordinates are (0, 0)",poolbeg nort,
4462,POOLBEG NORT,POOLBEG NORT,220.0,POOLBEG NORT,4,58.3,68.3,True,possible candidate - voltage agrees,Lakyle North,-9.3336443,52.5984217,220000,transition,EirGrid,,way,207728854,https://www.openstreetmap.org/way/207728854,0.0,0.0,,"coordinates are (0, 0)",poolbeg nort,
4462,POOLBEG NORT,POOLBEG NORT,220.0,POOLBEG NORT,5,57.3,57.3,False,possible candidate - manual review,Larne North 33kV Substation,-5.8190353,54.8640253,33000,distribution,NIE Networks,,way,864015879,https://www.openstreetmap.org/way/864015879,0.0,0.0,,"coordinates are (0, 0)",poolbeg nort,
44661,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,1,57.3,57.3,False,possible candidate - manual review,Old Rectory Housing Site Substation,-5.0018499,51.9271174,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12244407086,https://www.openstreetmap.org/node/12244407086,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44661,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,2,57.3,57.3,False,possible candidate - manual review,Observatory Hall Housing Hakin Substation,-5.0521513,51.7135891,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292561990,https://www.openstreetmap.org/node/12292561990,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44661,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,3,56.8,66.8,True,possible candidate - voltage agrees,Bracetown 220kV Substation,-6.4457133,53.4222695,220000;20000,industrial,EirGrid,,way,819286958,https://www.openstreetmap.org/way/819286958,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44661,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,4,54.0,54.0,False,weak match,Bellacorick 110 kV Substation,-9.5787377,54.1205007,110000;38000;20000,transmission,EirGrid,,way,205659794,https://www.openstreetmap.org/way/205659794,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44661,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,5,52.9,52.9,False,weak match,Beaconing Fields Housing Substation,-5.0114993,51.7280419,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292562242,https://www.openstreetmap.org/node/12292562242,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44662,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,1,57.3,57.3,False,possible candidate - manual review,Old Rectory Housing Site Substation,-5.0018499,51.9271174,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12244407086,https://www.openstreetmap.org/node/12244407086,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44662,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,2,57.3,57.3,False,possible candidate - manual review,Observatory Hall Housing Hakin Substation,-5.0521513,51.7135891,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292561990,https://www.openstreetmap.org/node/12292561990,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44662,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,3,56.8,66.8,True,possible candidate - voltage agrees,Bracetown 220kV Substation,-6.4457133,53.4222695,220000;20000,industrial,EirGrid,,way,819286958,https://www.openstreetmap.org/way/819286958,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44662,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,4,54.0,54.0,False,weak match,Bellacorick 110 kV Substation,-9.5787377,54.1205007,110000;38000;20000,transmission,EirGrid,,way,205659794,https://www.openstreetmap.org/way/205659794,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
44662,PBEG REACTOR,PBEG REACTOR,220.0,PBEG REACTOR,5,52.9,52.9,False,weak match,Beaconing Fields Housing Substation,-5.0114993,51.7280419,11000;400,minor_distribution,National Grid Electricity Distribution Plc,,node,12292562242,https://www.openstreetmap.org/node/12292562242,0.0,0.0,,"coordinates are (0, 0)",pbeg reactor,
4472,POOLBEG SOUT,POOLBEG SOUT,220.0,POOLBEG SOUT,1,85.5,95.5,True,strong candidate,Poolbeg 220kV Substation,-6.1899101,53.3382373,220000,generation,EirGrid,,way,443094721,https://www.openstreetmap.org/way/443094721,0.0,0.0,,"coordinates are (0, 0)",poolbeg sout,
4472,POOLBEG SOUT,POOLBEG SOUT,220.0,POOLBEG SOUT,2,60.0,60.0,False,possible candidate - manual review,Castlederg South 33 kV Substation,-7.5913107,54.7050966,33000,distribution,NIE Networks,,way,1041812008,https://www.openstreetmap.org/way/1041812008,0.0,0.0,,"coordinates are (0, 0)",poolbeg sout,
4472,POOLBEG SOUT,POOLBEG SOUT,220.0,POOLBEG SOUT,3,60.0,60.0,False,possible candidate - manual review,Dromore South 33kV Substation,-6.1482623,54.4018854,33000,transmission,NIE Networks,,way,1168983954,https://www.openstreetmap.org/way/1168983954,0.0,0.0,,"coordinates are (0, 0)",poolbeg sout,
4472,POOLBEG SOUT,POOLBEG SOUT,220.0,POOLBEG SOUT,4,57.3,57.3,False,possible candidate - manual review,Omagh South 33 kV Substation,-7.2816183,54.5822758,33000,distribution,NIE Networks,,way,1057505192,https://www.openstreetmap.org/way/1057505192,0.0,0.0,,"coordinates are (0, 0)",poolbeg sout,
4472,POOLBEG SOUT,POOLBEG SOUT,220.0,POOLBEG SOUT,5,57.0,57.0,False,possible candidate - manual review,Coolroe 110kV Substation,-8.6360252,51.8859966,110000;20000,transmission,EirGrid,,way,373209904,https://www.openstreetmap.org/way/373209904,0.0,0.0,,"coordinates are (0, 0)",poolbeg sout,
