name,psse_name,station,v_nom,x,y,geocode_method,reason,osm_found,osm_lon,osm_lat,osm_display_name,osm_type,osm_category,osm_id,osm_url,review_status
66121,ORIEL,ORIEL,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-6.1262595,53.2011752,"Oriel, Upper Dargle Road, Kilmacanoge ED, The Municipal District of Bray, County Wicklow, Leinster, Éire / Ireland",house,building,696906420.0,https://www.openstreetmap.org/way/696906420,candidate
66122,ORIEL LANDIN,ORIEL LANDIN,220.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
66123,ORIEL OFFSHO,ORIEL OFFSHO,220.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
68090,KNOCKNAMONA,KNOCKNAMONA,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-8.6079595,53.0726516,"Knocknamona, Loughrea Municipal District, County Galway, Connacht, Éire / Ireland",peak,natural,6365341441.0,https://www.openstreetmap.org/node/6365341441,candidate
70111,AIRP,AIRP,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
70112,AIRP1B,AIRP1,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
72021,TBESS,TBESS,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
73510,GARVAGH NI,GARVAGH NI,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-6.6877148,54.982536,"Garvagh, Causeway Coast and Glens District, County Londonderry, Northern Ireland / Tuaisceart Éireann, BT51 5AE, United Kingdom",village,place,267762742.0,https://www.openstreetmap.org/node/267762742,candidate
75610,AUGHT,AUGHT,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-7.2388392,55.1059085,"Aught, Three Trees ED, Inishowen Municipal District, County Donegal, Ulster, Éire / Ireland",administrative,boundary,5508652.0,https://www.openstreetmap.org/relation/5508652,candidate
75611,CULMORE_RD,CULMORE_RD,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-6.3638264,53.3515156,"Culmore Road, Palmerstown Village DED 1986, Palmerstown, South Dublin, County Dublin, Leinster, Éire / Ireland",residential,highway,18642431.0,https://www.openstreetmap.org/way/18642431,candidate
76513,DONE1D,DONE1D,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
77010,DRUM1-,DRUM1,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
77211,CURR_WF,CURR_WF,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
77212,WIND_PT,WIND_PT,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-9.4402339,52.8509374,"South Wind B&B, R482, Milltown Malbay ED, West Clare Municipal District, County Clare, Munster, Éire / Ireland",hotel,tourism,443459604.0,https://www.openstreetmap.org/way/443459604,candidate
79510,CAM,CAM,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-7.5668422,53.6885172,"Cam, Ballymuigh ED, Ballymahon Municipal District, County Longford, Leinster, Éire / Ireland",administrative,boundary,2306147.0,https://www.openstreetmap.org/relation/2306147,candidate
80511,GLEN1A,GLEN1,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
80512,GLEN1B,GLEN1,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
81031,COLINGLEN_BE,COLINGLEN_BE,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-6.0540645,54.5618386,"Colinglen Road, Mount Eagles, Lagmore, Belfast City District, Lisburn and Castlereagh District, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",primary,highway,323452682.0,https://www.openstreetmap.org/way/323452682,candidate
81512,KELL_WIND2,KELL_WIND2,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
81810,KILL1-CL,KILL1-CL,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
85510,MAKL1-CL,MAKL1-CL,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
86221,SCOTLAND,SCOTLAND,275.0,0.0,0.0,,"coordinates are (0, 0)",True,-7.6334402,54.8153313,"Scotland, Killygordon ED, Lifford-Stranorlar Municipal District, County Donegal, Ulster, Éire / Ireland",administrative,boundary,5607404.0,https://www.openstreetmap.org/relation/5607404,candidate
87900,RASHARK1,RASHARK1,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
87901,T_GOWANGIS,T_GOWANGIS,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
89210,SKRK1-,SKRK1,110.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
90210,TREM,TREM,110.0,0.0,0.0,,"coordinates are (0, 0)",True,-8.4519371,51.8983484,"Trem de Minas, Centre Park Road, Marina / Centre Park / Cleve Industrial Area, Docklands, Knockrea B, Cork, County Cork, Munster, T12 YX76, Éire / Ireland",restaurant,amenity,13137303809.0,https://www.openstreetmap.org/node/13137303809,candidate
GB_EWIC,EWIC far terminal,EWIC,260.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
GB_GREENLINK,Greenlink far terminal,GREENLINK,150.0,0.0,0.0,,"coordinates are (0, 0)",False,,,,,,,,not found
star:1072-1041-10421-2,star of 1072-1041-10421-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1122-1121-11221-1,star of 1122-1121-11221-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1122-1121-11222-2,star of 1122-1121-11222-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1212-1211-12121-1,star of 1212-1211-12121-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1212-12111-12122-2,star of 1212-12111-12122-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1244-1243-12402-1,star of 1244-1243-12402-1,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1472-1471-14721-1,star of 1472-1471-14721-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1472-1471-14722-2,star of 1472-1471-14722-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1474-1472-14723-1,star of 1474-1472-14723-1,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1602-1601-16022-1,star of 1602-1601-16022-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1602-16011-16021-1,star of 1602-16011-16021-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1642-1641-16421-1,star of 1642-1641-16421-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1642-1641-16422-2,star of 1642-1641-16422-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1642-16411-16424-4,star of 1642-16411-16424-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1742-1741-17421-1,star of 1742-1741-17421-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1742-1741-17422-2,star of 1742-1741-17422-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1742-17411-17423-3,star of 1742-17411-17423-3,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:1742-17411-17424-4,star of 1742-17411-17424-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2002-2001-20021-1,star of 2002-2001-20021-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2042-2041-20421-1,star of 2042-2041-20421-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2042-20416-20424-4,star of 2042-20416-20424-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2052-2041-20422-2,star of 2052-2041-20422-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2204-2202-22021-1,star of 2204-2202-22021-1,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2204-2202-22022-2,star of 2204-2202-22022-2,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2204-2212-22023-3,star of 2204-2212-22023-3,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2522-2521-25221-1,star of 2522-2521-25221-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2522-2521-25222-2,star of 2522-2521-25222-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2562-2561-25621-1,star of 2562-2561-25621-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2562-2571-25622-2,star of 2562-2571-25622-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2563-2561-25624-4,star of 2563-2561-25624-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2563-2571-25625-5,star of 2563-2571-25625-5,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2742-2741-27421-1,star of 2742-2741-27421-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2742-2741-27422-2,star of 2742-2741-27422-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:2842-2841-28421-1,star of 2842-2841-28421-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3082-3081-30822-2,star of 3082-3081-30822-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3082-3091-30824-4,star of 3082-3091-30824-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:30820-3081-30821-1,star of 30820-3081-30821-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:30820-3091-30826-3,star of 30820-3091-30826-3,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3192-3191-31922-1,star of 3192-3191-31922-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3192-31911-31927-2,star of 3192-31911-31927-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3202-3201-32021-1,star of 3202-3201-32021-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3203-3209-32022-2,star of 3203-3209-32022-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3204-3202-32081-1,star of 3204-3202-32081-1,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3282-3281-32823-3,star of 3282-3281-32823-3,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3282-32810-32824-4,star of 3282-32810-32824-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3332-3331-33321-1,star of 3332-3331-33321-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3332-3331-33323-3,star of 3332-3331-33323-3,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3342-3341-33421-1,star of 3342-3341-33421-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3342-3341-33422-2,star of 3342-3341-33422-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3462-3461-34621-1,star of 3462-3461-34621-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3462-3461-34622-2,star of 3462-3461-34622-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3464-3462-34641-1,star of 3464-3462-34641-1,STAR,380.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3472-3471-34721-1,star of 3472-3471-34721-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3472-3471-34722-2,star of 3472-3471-34722-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3472-3471-34723-3,star of 3472-3471-34723-3,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3472-3471-34724-4,star of 3472-3471-34724-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3522-3521-35221-1,star of 3522-3521-35221-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3522-3521-35223-3,star of 3522-3521-35223-3,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3522-35211-35222-2,star of 3522-35211-35222-2,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3522-35211-35224-4,star of 3522-35211-35224-4,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
star:3522-35231-35236-1,star of 3522-35231-35236-1,STAR,220.0,0.0,0.0,,"coordinates are (0, 0)",True,-5.8892945,54.63263,"Star, West Bank Road, Belfast Harbour, Lowwood, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT3 9JL, United Kingdom",fuel,amenity,2335173351.0,https://www.openstreetmap.org/node/2335173351,candidate
