run,demand_mw,renewable_potential_mw,pre_network_dispatch_down_mw,network_group_dispatch_down_mw,security_backstop_dispatch_down_mw,security_thermal_redispatch_mw,total_network_dispatch_down_mw,total_dispatch_down_mw,renewable_accepted_mw,first_group,activation_sequence,represented_security_pass,all_line_n1_pass,worst_base_loading_pct,worst_n1_loading_pct,worst_n1_monitored_line,worst_n1_outage,planned_outage,estimated_line_losses_mw,calibration_residual_mw,calibrated_total_dispatch_down_mw,calibrated_renewable_accepted_mw,physical_dispatch_down_pct_of_case,calibrated_dispatch_down_pct_of_case
11,1523.8224073551849,263.4741954513565,0.0,0.0,0.0,0.0,0.0,0.0,263.4741954513565,,None,True,False,91.31499490342978,126.54104385772509,74011-74511-1,70510-78511-1,Intact,15.027752291363727,33.73622302742473,33.73622302742473,229.73797242393175,0.0,12.804374625618026
12,1279.6693876532183,677.1740430610776,0.0,0.0,0.0,0.0,0.0,0.0,677.1740430610776,,None,True,True,86.0760163604714,94.58444681963934,76810-87510-1,76810-87510-2,Intact,21.71543477864477,165.88594018670764,165.88594018670764,511.2881028743699,0.0,24.496795452590256
13,1265.4743086619628,606.4146910928557,0.0,0.0,0.0,0.0,0.0,0.0,606.4146910928557,,None,True,True,90.46433307754373,90.46433307754373,86512-90012-2,70510-72010-1,Intact,19.53858416111844,140.52041284668366,140.52041284668366,465.89427824617206,0.0,23.172329910649676
14,1268.6265645223675,922.5161025863478,0.0,78.36905565277961,0.0,0.0,78.36905565277961,78.36905565277961,844.1470469335683,1.0,G1 → G3,True,True,72.58971700926202,99.9999939871269,75510-83510-1,81510-87900-1,Intact,27.163665616628624,278.43686168573686,356.80591733851645,565.7101852478313,8.495142299745845,38.677473091058516
15,1351.7173257346249,149.0893831491819,0.0,0.0,0.0,0.0,0.0,0.0,149.0893831491819,,None,True,True,91.3162416672496,95.13280875006667,74011-74511-1,70510-78511-1,Intact,14.059840687899742,18.116137679432963,18.116137679432963,130.97324546974895,0.0,12.15119232286687
16,1256.8646943088247,336.5896058361608,0.0,0.0,0.0,0.0,0.0,0.0,336.5896058361608,,None,True,True,64.16211031793253,95.51301866628262,74011-74511-1,70510-78511-1,Intact,10.057254122407302,58.011125087973845,58.011125087973845,278.57848074818696,0.0,17.234972227933707
17,1227.5831318596245,600.2441962992922,0.0,0.0,0.0,0.0,0.0,0.0,600.2441962992922,,None,True,True,85.9972341779012,99.67064067882934,74011-74511-1,70510-78511-1,Intact,18.41825656970597,159.91990196777078,159.91990196777078,440.3242943315214,0.0,26.642473672170574
18,1030.2852107913745,472.8754806380946,0.0,0.0,0.0,0.0,0.0,0.0,472.8754806380946,,None,True,False,94.8928769096725,100.62918329465916,74011-74511-1,70510-78511-1,Intact,10.551335959077864,114.11417311722725,114.11417311722725,358.7613075208673,0.0,24.13197084425745
19,1400.5203990781936,345.6725754223317,0.0,0.0,0.0,0.0,0.0,0.0,345.6725754223317,,None,True,False,134.25624732410878,134.25624732411674,74512-88012-2,90011-90012-1,Intact,16.8352492646431,54.283252560566964,54.283252560566964,291.38932286176475,0.0,15.703661910189265
20,1091.8276341092605,597.5811684480913,0.0,0.0,0.0,0.0,0.0,0.0,597.5811684480913,,None,True,True,92.6233629784689,92.62336297847014,90011-90511-1,70520-86220-1,Intact,18.780914665864135,156.77890304553478,156.77890304553478,440.8022654025565,0.0,26.2355829338945
