eval_index,temperature,current_dd,best_dd,candidate_dd,delta_dd,accepted,best_update,swap_i,swap_j
882,0.03954177473363067,8.26028269741316,8.26028269741316,8.26028269741316,0.0,True,False,174,194
883,0.03950586853511123,8.26028269741316,8.26028269741316,inf,inf,False,False,33,94
884,0.03946999494147868,8.26028269741316,8.26028269741316,inf,inf,False,False,81,179
885,0.039434153923125895,8.26028269741316,8.26028269741316,8.26028269741316,0.0,True,False,37,89
886,0.039398345450472654,8.26028269741316,8.26028269741316,8.26028269741316,0.0,True,False,41,46
887,0.03936256949396561,8.260244897572573,8.260244897572573,8.260244897572573,-3.7799840587382505e-05,True,True,104,115
888,0.03932682602407823,8.260071684234214,8.260071684234214,8.260071684234214,-0.00017321333835873531,True,True,177,206
889,0.03929111501131079,8.260071684234214,8.260071684234214,8.260071684234214,0.0,True,False,126,154
890,0.03925543642619038,8.260071684234214,8.260071684234214,8.260071684234214,0.0,True,False,32,235
891,0.03921979023927083,8.260071684234214,8.260071684234214,8.260071684234214,0.0,True,False,156,96
892,0.03918417642113271,8.260071684234214,8.260071684234214,8.260071684234214,0.0,True,False,17,59
893,0.039148594942383326,8.260369720593362,8.260071684234214,8.260369720593362,0.00029803635914760207,True,False,20,181
894,0.03911304577365665,8.260369720593362,8.260071684234214,8.260369720593362,0.0,True,False,99,112
895,0.039077528885613326,8.260369720593362,8.260071684234214,8.260369720593362,0.0,True,False,41,44
896,0.03904204424894065,8.260369720593362,8.260071684234214,8.260369720593362,0.0,True,False,57,69
897,0.039006591834352525,8.264841763965684,8.260071684234214,8.264841763965684,0.004472043372322432,True,False,50,217
898,0.03897117161258945,8.265339532027868,8.260071684234214,8.265339532027868,0.0004977680621838232,True,False,152,63
899,0.03893578355441849,8.26543097922671,8.260071684234214,8.26543097922671,9.144719884268682e-05,True,False,28,61
900,0.038900427630633276,8.26543097922671,8.260071684234214,8.26543097922671,0.0,True,False,5,226
901,0.03886510381205392,8.26543097922671,8.260071684234214,8.26543097922671,0.0,True,False,223,53
902,0.03882981206952708,8.26543097922671,8.260071684234214,8.26543097922671,0.0,True,False,151,95
903,0.03879455237392583,8.265147039393737,8.260071684234214,8.265147039393737,-0.00028393983297370085,True,False,20,38
904,0.03875932469614975,8.265147039393737,8.260071684234214,8.265147039393737,0.0,True,False,188,153
905,0.03872412900712481,8.26519046173682,8.260071684234214,8.26519046173682,4.342234308296611e-05,True,False,38,50
906,0.03868896527780339,8.26519046173682,8.260071684234214,8.26519046173682,0.0,True,False,147,204
907,0.03865383347916425,8.270755399292229,8.260071684234214,8.270755399292229,0.005564937555408989,True,False,17,54
908,0.03861873358221249,8.270755399292229,8.260071684234214,inf,inf,False,False,205,208
909,0.038583665557979555,8.270755399292229,8.260071684234214,8.270755399292229,0.0,True,False,129,73
910,0.038548629377523194,8.270755399292229,8.260071684234214,8.270755399292229,0.0,True,False,129,182
911,0.038513625011927434,8.270527672611856,8.260071684234214,8.270527672611856,-0.00022772668037340793,True,False,29,187
912,0.03847865243230255,8.270527672611856,8.260071684234214,8.270527672611856,0.0,True,False,38,225
913,0.038443711609785054,8.270406467385142,8.260071684234214,8.270406467385142,-0.00012120522671388301,True,False,234,105
914,0.03840880251553768,8.270455452041505,8.260071684234214,8.270455452041505,4.8984656363160184e-05,True,False,13,210
915,0.03837392512074933,8.273278885494854,8.260071684234214,8.273278885494854,0.0028234334533490113,True,False,236,178
916,0.03833907939663509,8.273278885494854,8.260071684234214,8.273278885494854,0.0,True,False,38,179
917,0.038304265314436176,8.272987917314017,8.260071684234214,8.272987917314017,-0.000290968180836515,True,False,101,28
918,0.038269482845419894,8.272987917314017,8.260071684234214,8.272987917314017,0.0,True,False,236,57
919,0.038234731960879675,8.272987917314017,8.260071684234214,8.348784664930697,0.0757967476166801,False,False,161,121
920,0.03820001263213501,8.272987917314017,8.260071684234214,8.297394060528962,0.02440614321494472,False,False,205,94
921,0.03816532483053141,8.272987917314017,8.260071684234214,inf,inf,False,False,230,219
922,0.03813066852744043,8.274335047751725,8.260071684234214,8.274335047751725,0.001347130437707733,True,False,191,59
923,0.03809604369425963,8.274335047751725,8.260071684234214,inf,inf,False,False,69,162
924,0.03806145030241251,8.274335047751725,8.260071684234214,8.274335047751725,0.0,True,False,60,125
925,0.03802688832334854,8.274335047751725,8.260071684234214,8.274335047751725,0.0,True,False,80,190
926,0.03799235772854311,8.274335047751725,8.260071684234214,inf,inf,False,False,1,173
927,0.037957858489497516,8.274335047751725,8.260071684234214,8.274335047751725,0.0,True,False,195,220
928,0.03792339057773894,8.274356174788771,8.260071684234214,8.274356174788771,2.1127037046042574e-05,True,False,94,84
929,0.0378889539648204,8.268845816477208,8.260071684234214,8.268845816477208,-0.0055103583115627686,True,False,158,113
930,0.03785454862232075,8.260695269551139,8.260071684234214,8.260695269551139,-0.008150546926069424,True,False,17,236
931,0.03782017452184466,8.260695269551139,8.260071684234214,8.260695269551139,0.0,True,False,143,98
932,0.03778583163502259,8.260695269551139,8.260071684234214,8.260695269551139,0.0,True,False,23,68
933,0.037751519933510745,8.260695269551139,8.260071684234214,8.260695269551139,0.0,True,False,144,91
934,0.03771723938899107,8.260933279942098,8.260071684234214,8.260933279942098,0.00023801039095872056,True,False,115,212
935,0.037682989973171245,8.26179261849584,8.260071684234214,8.26179261849584,0.0008593385537416509,True,False,59,184
936,0.037648771657784616,8.26179261849584,8.260071684234214,8.26179261849584,0.0,True,False,56,145
937,0.03761458441459021,8.26179261849584,8.260071684234214,8.26179261849584,0.0,True,False,224,199
938,0.037580428215372684,8.26179261849584,8.260071684234214,8.26179261849584,0.0,True,False,109,52
939,0.03754630303194234,8.26179261849584,8.260071684234214,8.26179261849584,0.0,True,False,76,135
940,0.03751220883613506,8.26188129147126,8.260071684234214,8.26188129147126,8.867297542103358e-05,True,False,108,83
941,0.03747814559981231,8.26188129147126,8.260071684234214,inf,inf,False,False,180,7
942,0.037444113294861095,8.26188129147126,8.260071684234214,8.26188129147126,0.0,True,False,99,226
943,0.03741011189319396,8.26188129147126,8.260071684234214,8.26188129147126,0.0,True,False,86,179
944,0.03737614136674895,8.26188129147126,8.260071684234214,8.26188129147126,0.0,True,False,125,207
945,0.03734220168748961,8.26188129147126,8.260071684234214,8.26188129147126,0.0,True,False,176,212
946,0.0373082928274049,8.26188129147126,8.260071684234214,inf,inf,False,False,131,127
947,0.037274414758509254,8.26188129147126,8.260071684234214,8.26188129147126,0.0,True,False,98,187
948,0.037240567452842516,8.26188129147126,8.260071684234214,8.26188129147126,0.0,True,False,190,55
949,0.03720675088246989,8.26188129147126,8.260071684234214,inf,inf,False,False,81,230
950,0.03717296501948199,8.26188129147126,8.260071684234214,inf,inf,False,False,25,152
951,0.03713920983599473,8.269617143478735,8.260071684234214,8.269617143478735,0.0077358520074746195,True,False,89,178
952,0.03710548530414938,8.269617143478735,8.260071684234214,8.269617143478735,0.0,True,False,24,114
953,0.03707179139611248,8.267584527292323,8.260071684234214,8.267584527292323,-0.0020326161864119285,True,False,14,153
954,0.03703812808407587,8.268850457864419,8.260071684234214,8.268850457864419,0.0012659305720958969,True,False,74,48
955,0.037004495340256606,8.268850457864419,8.260071684234214,8.268850457864419,0.0,True,False,200,194
956,0.03697089313689701,8.268850457864419,8.260071684234214,inf,inf,False,False,30,33
957,0.0369373214462646,8.268850457864419,8.260071684234214,8.268850457864419,0.0,True,False,63,233
958,0.036903780240652044,8.268850457864419,8.260071684234214,inf,inf,False,False,198,79
959,0.036870269492377226,8.26882963973979,8.260071684234214,8.26882963973979,-2.081812462861876e-05,True,False,198,40
960,0.03683678917378312,8.26882963973979,8.260071684234214,8.26882963973979,0.0,True,False,69,50
961,0.03680333925723784,8.268564767806021,8.260071684234214,8.268564767806021,-0.00026487193376922846,True,False,44,28
962,0.036769919715134575,8.268564767806021,8.260071684234214,8.268564767806021,0.0,True,False,91,17
963,0.03673653051989159,8.268564767806021,8.260071684234214,8.268564767806021,0.0,True,False,21,17
964,0.036703171643952204,8.268585585930651,8.260071684234214,8.268585585930651,2.081812463039512e-05,True,False,126,198
965,0.03666984305978474,8.268585585930651,8.260071684234214,8.268585585930651,0.0,True,False,20,185
966,0.036636544739882544,8.268585585930651,8.260071684234214,8.268585585930651,0.0,True,False,98,211
967,0.03660327665676392,8.268642289023555,8.260071684234214,8.268642289023555,5.6703092903731545e-05,True,False,105,125
968,0.03657003878297213,8.26746422224011,8.260071684234214,8.26746422224011,-0.0011780667834457859,True,False,99,107
969,0.036536831091075396,8.267307096598927,8.260071684234214,8.267307096598927,-0.0001571256411825317,True,False,169,83
970,0.036503653553666804,8.267307096598927,8.260071684234214,8.267307096598927,0.0,True,False,40,112
971,0.03647050614336436,8.267307096598927,8.260071684234214,8.267307096598927,0.0,True,False,100,191
972,0.03643738883281091,8.267307096598927,8.260071684234214,8.267307096598927,0.0,True,False,101,36
973,0.03640430159467418,8.267307096598927,8.260071684234214,8.267307096598927,0.0,True,False,191,202
974,0.03637124440164668,8.254435561140493,8.254435561140493,8.254435561140493,-0.01287153545843367,True,True,228,164
975,0.03633821722644572,8.21392044120558,8.21392044120558,8.21392044120558,-0.04051511993491275,True,True,155,205
976,0.036305220041813406,8.21392044120558,8.21392044120558,8.21392044120558,0.0,True,False,211,18
977,0.036272252820516576,8.21392044120558,8.21392044120558,8.21392044120558,0.0,True,False,49,73
978,0.0362393155353468,8.21392044120558,8.21392044120558,inf,inf,False,False,108,165
979,0.03620640815912037,8.21392044120558,8.21392044120558,8.21392044120558,0.0,True,False,156,218
980,0.03617353066467823,8.213970828397105,8.21392044120558,8.213970828397105,5.038719152494764e-05,True,False,236,136
981,0.03614068302488603,8.213970828397105,8.21392044120558,inf,inf,False,False,81,133
982,0.036107865212634024,8.213970828397105,8.21392044120558,8.213970828397105,0.0,True,False,68,149
983,0.036075077200837094,8.213970828397105,8.21392044120558,8.213970828397105,0.0,True,False,37,149
984,0.036042318962434726,8.213970828397105,8.21392044120558,8.213970828397105,0.0,True,False,78,166
985,0.036009590470390956,8.213951365747835,8.21392044120558,8.213951365747835,-1.9462649269996746e-05,True,False,134,163
986,0.03597689169769441,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,146,17
987,0.03594422261735819,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,12,98
988,0.035911583202419946,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,239,53
989,0.03587897342594179,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,199,178
990,0.03584639326101031,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,202,199
991,0.03581384268073651,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,230,113
992,0.03578132165825583,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,19,148
993,0.035748830166728106,8.213951365747835,8.21392044120558,8.213951365747835,0.0,True,False,223,118
994,0.03571636817933753,8.213768404226176,8.213768404226176,8.213768404226176,-0.00018296152165930835,True,True,154,144
995,0.03568393566929266,8.213768404226176,8.213768404226176,8.213768404226176,0.0,True,False,239,177
996,0.03565153260982638,8.213768404226176,8.213768404226176,8.213768404226176,0.0,True,False,98,123
997,0.03561915897419586,8.213768404226176,8.213768404226176,8.293281549593251,0.07951314536707521,False,False,123,221
998,0.035586814735682586,8.213768404226176,8.213768404226176,8.213768404226176,0.0,True,False,133,112
999,0.03555449986759228,8.213768404226176,8.213768404226176,8.213768404226176,0.0,True,False,123,108
1000,0.03552221434325493,8.213768404226176,8.213768404226176,8.213768404226176,0.0,True,False,102,52
1001,0.03548995813602471,8.213768404226176,8.213768404226176,8.213768404226176,0.0,True,False,140,0
